,ID,Date,Block,Primary Type,Description,Location Description,Arrest,District,Ward,Community Area,Year,Updated On,Location,Census Tracts,Wards
460259,11063712,08/22/2017 05:40:00 PM,001XX N CLARK ST,THEFT,$500 AND UNDER,CTA TRAIN,False,1.0,42.0,32.0,2017.0,02/10/2018 03:50:01 PM,"(41.885426371, -87.630966024)",92.0,36.0
597656,10856404,02/20/2017 09:30:00 AM,044XX S DREXEL BLVD,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,2.0,4.0,39.0,2017.0,02/10/2018 03:50:01 PM,"(41.814303088, -87.604476974)",398.0,10.0
199190,11416943,08/15/2018 03:26:00 PM,108XX S EMERALD AVE,THEFT,$500 AND UNDER,RESIDENCE,False,22.0,34.0,49.0,2018.0,08/23/2018 03:56:19 PM,"(41.697115953, -87.641316081)",525.0,22.0
417514,11122909,10/18/2017 07:00:00 PM,062XX W WARWICK AVE,THEFT,$500 AND UNDER,STREET,False,16.0,38.0,17.0,2017.0,02/10/2018 03:50:01 PM,"(41.948430818, -87.782814656)",443.0,19.0
709062,10685340,09/17/2016 10:00:00 PM,032XX N OCONTO AVE,ASSAULT,SIMPLE,APARTMENT,False,16.0,36.0,17.0,2016.0,02/10/2018 03:50:01 PM,"(41.938677755, -87.807979883)",458.0,7.0
586969,10872112,03/08/2017 02:00:00 PM,058XX N LINCOLN AVE,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,20.0,40.0,2.0,2017.0,02/10/2018 03:50:01 PM,"(41.987362912, -87.702293402)",65.0,24.0
526385,10968680,06/01/2017 04:00:00 AM,042XX W JACKSON BLVD,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,False,11.0,28.0,26.0,2017.0,02/10/2018 03:50:01 PM,"(41.877016428, -87.73118757)",717.0,23.0
368939,11187264,12/24/2017 07:00:00 PM,068XX S CLAREMONT AVE,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,8.0,17.0,66.0,2017.0,05/04/2018 03:51:04 PM,"(41.769411544, -87.682054474)",370.0,31.0
75874,11586763,02/05/2019 05:30:00 PM,022XX S WESTERN AVE,ASSAULT,SIMPLE,GROCERY FOOD STORE,False,10.0,28.0,31.0,2019.0,02/12/2019 04:09:48 PM,"(41.851804072, -87.68563492)",204.0,23.0
565983,10905557,04/08/2017 09:17:00 PM,077XX S MARQUETTE AVE,OTHER OFFENSE,PAROLE VIOLATION,STREET,True,4.0,7.0,43.0,2017.0,02/10/2018 03:50:01 PM,"(41.754615878, -87.558501895)",246.0,37.0
268966,11322374,05/21/2018 11:57:00 PM,031XX N MILWAUKEE AVE,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,False,25.0,30.0,21.0,2018.0,05/28/2018 03:48:32 PM,"(41.938102406, -87.722222264)",215.0,21.0
716680,10673829,09/08/2016 11:45:00 AM,011XX S HAMILTON AVE,ASSAULT,SIMPLE,OTHER,False,12.0,2.0,28.0,2016.0,02/10/2018 03:50:01 PM,"(41.867608211, -87.680298775)",5.0,46.0
164448,11461648,09/29/2018 09:00:00 AM,012XX S KOMENSKY AVE,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,10.0,24.0,29.0,2018.0,10/06/2018 03:59:57 PM,"(41.865585961, -87.726371673)",761.0,14.0
648206,10778434,12/08/2016 05:30:00 PM,007XX W HUBBARD ST,THEFT,OVER $500,STREET,False,12.0,27.0,24.0,2016.0,02/10/2018 03:50:01 PM,"(41.890100695, -87.646538319)",109.0,46.0
422395,11115956,10/11/2017 11:40:00 PM,044XX S FRANCISCO AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,9.0,14.0,58.0,2017.0,02/10/2018 03:50:01 PM,"(41.812790806, -87.696794414)",156.0,3.0
591470,10865131,03/01/2017 04:52:00 PM,021XX S WENTWORTH AVE,ASSAULT,SIMPLE,LIBRARY,False,9.0,25.0,34.0,2017.0,02/10/2018 03:50:01 PM,"(41.853856172, -87.631803395)",3.0,26.0
200365,11413623,08/14/2018 05:30:00 AM,007XX S CICERO AVE,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,SIDEWALK,False,11.0,24.0,25.0,2018.0,08/21/2018 04:05:53 PM,"(41.872005323, -87.744933466)",61.0,7.0
283059,11303848,05/03/2018 03:00:00 PM,001XX S STATE ST,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,1.0,42.0,32.0,2018.0,05/10/2018 03:48:24 PM,"(41.880417506, -87.627730673)",92.0,36.0
385160,11176659,12/02/2017 02:00:00 AM,017XX W 75TH PL,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,False,6.0,17.0,71.0,2017.0,02/10/2018 03:50:01 PM,"(41.757059689, -87.667731675)",573.0,31.0
421518,11121841,10/13/2017 07:00:00 AM,092XX S HARVARD AVE,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,6.0,21.0,49.0,2017.0,02/10/2018 03:50:01 PM,"(41.726375323, -87.63216259)",187.0,13.0
241869,11358058,06/24/2018 01:18:00 PM,024XX S HARDING AVE,NARCOTICS,POSS: HEROIN(WHITE),CHA PARKING LOT/GROUNDS,True,10.0,22.0,30.0,2018.0,07/01/2018 03:55:31 PM,"(41.847364829, -87.723405898)",771.0,28.0
634765,10799082,12/29/2016 10:27:00 PM,011XX N LOREL AVE,NARCOTICS,POSS: AMPHETAMINES,STREET,True,15.0,37.0,25.0,2016.0,02/10/2018 03:50:01 PM,"(41.901006143, -87.759500058)",562.0,45.0
614716,10830243,01/27/2017 09:00:00 AM,051XX N WESTERN AVE,ASSAULT,SIMPLE,OTHER,False,20.0,47.0,4.0,2017.0,02/14/2017 03:49:42 PM,"(41.975371754, -87.689132117)",28.0,24.0
450531,11076913,09/04/2017 11:50:00 AM,036XX W THOMAS ST,NARCOTICS,MANU/DELIVER: HEROIN(BRN/TAN),SIDEWALK,True,11.0,27.0,23.0,2017.0,02/10/2018 03:50:01 PM,"(41.90091801, -87.718095537)",456.0,46.0
258414,11337208,06/03/2018 01:30:00 PM,021XX W WARREN BLVD,THEFT,$500 AND UNDER,RESIDENCE,False,12.0,2.0,28.0,2018.0,06/10/2018 03:50:33 PM,"(41.882185074, -87.679713374)",37.0,46.0
82258,11587210,01/25/2019 11:00:00 AM,057XX S CICERO AVE,THEFT,FROM BUILDING,AIRPORT BUILDING NON-TERMINAL - SECURE AREA,False,8.0,23.0,56.0,2019.0,02/08/2019 04:05:45 PM,"(41.788987036, -87.74147999)",86.0,6.0
299982,11281265,04/10/2018 02:35:00 PM,035XX N KIMBALL AVE,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,17.0,35.0,21.0,2018.0,05/04/2018 03:51:04 PM,"(41.945238279, -87.712670479)",138.0,12.0
616974,10826248,01/24/2017 05:00:00 AM,066XX S ELLIS AVE,THEFT,OVER $500,STREET,False,3.0,5.0,42.0,2017.0,02/14/2017 03:49:42 PM,"(41.774222211, -87.600923958)",347.0,33.0
399073,11148828,11/12/2017 06:00:00 PM,057XX S SANGAMON ST,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,7.0,16.0,68.0,2017.0,02/10/2018 03:50:01 PM,"(41.789917757, -87.648690493)",113.0,2.0
594437,10861218,02/24/2017 11:30:00 PM,013XX W 18TH ST,THEFT,FROM BUILDING,BAR OR TAVERN,False,12.0,25.0,31.0,2017.0,02/10/2018 03:50:01 PM,"(41.857889093, -87.660509163)",365.0,26.0
414808,11125881,10/22/2017 02:00:00 AM,030XX W CULLERTON ST,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,10.0,24.0,30.0,2017.0,02/10/2018 03:50:01 PM,"(41.85456641, -87.701691758)",201.0,14.0
107735,11544352,12/17/2018 09:00:00 PM,020XX S DEARBORN ST,BATTERY,SIMPLE,APARTMENT,False,1.0,3.0,33.0,2018.0,12/26/2018 04:12:48 PM,"(41.855280477, -87.628671433)",330.0,9.0
573028,10894720,03/29/2017 09:10:00 PM,069XX W HIGGINS AVE,ASSAULT,SIMPLE,SIDEWALK,False,16.0,41.0,10.0,2017.0,02/10/2018 03:50:01 PM,"(41.980047003, -87.802060694)",699.0,29.0
591503,10865149,03/01/2017 04:00:00 PM,049XX W FULLERTON AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,25.0,31.0,19.0,2017.0,02/10/2018 03:50:01 PM,"(41.924196787, -87.749525148)",304.0,17.0
204197,11411226,08/09/2018 02:20:00 PM,020XX W FARGO AVE,BATTERY,SIMPLE,RESIDENCE,False,24.0,49.0,1.0,2018.0,08/16/2018 04:02:38 PM,"(42.016465959, -87.680860901)",52.0,5.0
130666,11507577,11/14/2018 10:20:00 PM,011XX W LAWRENCE AVE,BATTERY,SIMPLE,SIDEWALK,True,20.0,46.0,3.0,2018.0,11/21/2018 04:14:47 PM,"(41.969046206, -87.658064717)",241.0,39.0
448526,11079981,09/07/2017 11:15:00 AM,0000X S MENARD AVE,THEFT,$500 AND UNDER,STREET,False,15.0,29.0,25.0,2017.0,02/10/2018 03:50:01 PM,"(41.879874073, -87.769750673)",67.0,7.0
641948,10787812,12/19/2016 05:30:00 AM,050XX W WEST END AVE,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE PORCH/HALLWAY,False,15.0,28.0,25.0,2016.0,02/10/2018 03:50:01 PM,"(41.883057686, -87.751104303)",696.0,23.0
170100,11456594,09/21/2018 07:23:00 PM,078XX S NORMAL AVE,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,False,6.0,17.0,69.0,2018.0,10/03/2018 04:01:46 PM,"(41.752446899, -87.636778759)",495.0,31.0
108378,11537560,12/16/2018 11:05:00 PM,111XX S KEDZIE AVE,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,True,22.0,19.0,74.0,2018.0,12/23/2018 04:08:10 PM,"(41.690943691, -87.700798006)",256.0,42.0
517534,10978640,06/12/2017 06:00:00 AM,047XX S WINCHESTER AVE,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,False,9.0,20.0,61.0,2017.0,02/10/2018 03:50:01 PM,"(41.807788019, -87.673457033)",709.0,3.0
723733,10665837,08/30/2016 05:55:00 PM,060XX W 63RD ST,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,COMMERCIAL / BUSINESS OFFICE,False,8.0,23.0,64.0,2016.0,02/10/2018 03:50:01 PM,"(41.777828827, -87.773248057)",266.0,15.0
283266,11316771,05/03/2018 10:00:00 AM,110XX S VERNON AVE,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,RESIDENCE,False,5.0,9.0,49.0,2018.0,05/19/2018 03:46:24 PM,"(41.693588725, -87.612179395)",237.0,43.0
564498,10908075,04/10/2017 09:53:00 PM,046XX N BEACON ST,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA HALLWAY/STAIRWELL/ELEVATOR,True,19.0,46.0,3.0,2017.0,02/10/2018 03:50:01 PM,"(41.96604284, -87.663950253)",611.0,39.0
682962,10725705,10/22/2016 07:00:00 AM,008XX S STATE ST,THEFT,$500 AND UNDER,ATHLETIC CLUB,False,1.0,2.0,32.0,2016.0,02/10/2018 03:50:01 PM,"(41.871371147, -87.627514417)",12.0,10.0
135403,11501097,11/07/2018 06:46:00 PM,008XX E 67TH ST,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,PARKING LOT/GARAGE(NON.RESID.),True,3.0,5.0,42.0,2018.0,11/14/2018 04:11:48 PM,"(41.773145137, -87.605467359)",347.0,33.0
493161,11015731,07/12/2017 11:14:00 PM,066XX W GRAND AVE,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,False,25.0,36.0,18.0,2017.0,02/10/2018 03:50:01 PM,"(41.923625033, -87.791894746)",136.0,7.0
647044,10780634,12/10/2016 02:00:00 PM,014XX S KOSTNER AVE,PUBLIC PEACE VIOLATION,ARSON THREAT,RESIDENCE,True,10.0,24.0,29.0,2016.0,02/10/2018 03:50:01 PM,"(41.861404132, -87.734817871)",761.0,14.0
624083,10817444,01/14/2017 10:00:00 AM,040XX W 115TH ST,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,22.0,19.0,74.0,2017.0,02/14/2017 03:49:42 PM,"(41.683936153, -87.721865668)",264.0,42.0
248890,11348920,06/15/2018 06:30:00 PM,014XX N SPAULDING AVE,OTHER OFFENSE,GUN OFFENDER: DUTY TO REGISTER,SIDEWALK,True,14.0,26.0,23.0,2018.0,06/22/2018 03:53:00 PM,"(41.907802993, -87.709392608)",455.0,49.0
327073,11244251,03/01/2018 12:30:00 PM,069XX S MERRILL AVE,BATTERY,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",False,3.0,5.0,43.0,2018.0,05/04/2018 03:51:04 PM,"(41.769014078, -87.572709347)",152.0,33.0
212287,11398305,07/30/2018 08:40:00 PM,015XX W 80TH ST,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,6.0,21.0,71.0,2018.0,08/06/2018 04:01:16 PM,"(41.748562394, -87.661443081)",558.0,13.0
142266,11500874,10/29/2018 07:42:00 PM,007XX W JUNIOR TER,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,19.0,46.0,3.0,2018.0,11/10/2018 04:02:39 PM,"(41.960979207, -87.648498483)",636.0,39.0
38074,11646764,04/05/2019 11:59:00 AM,030XX N RACINE AVE,THEFT,OVER $500,BAR OR TAVERN,False,19.0,32.0,6.0,2019.0,04/12/2019 04:08:18 PM,"(41.9373334, -87.658877179)",680.0,25.0
205176,11407097,08/08/2018 09:43:00 AM,047XX S WESTERN AVE,THEFT,$500 AND UNDER,STREET,False,9.0,12.0,58.0,2018.0,08/15/2018 04:09:09 PM,"(41.808028819, -87.684414463)",85.0,3.0
327160,11244806,03/01/2018 11:00:00 AM,122XX S UNION AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,VEHICLE NON-COMMERCIAL,False,5.0,34.0,53.0,2018.0,05/04/2018 03:51:04 PM,"(41.671924547, -87.639305643)",60.0,22.0
261346,11332243,05/31/2018 04:50:00 AM,102XX S STATE ST,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,True,5.0,9.0,49.0,2018.0,06/28/2018 03:55:03 PM,"(41.708684732, -87.623554316)",569.0,43.0
143512,11490818,10/28/2018 01:00:00 AM,001XX W HURON ST,BATTERY,SIMPLE,HOTEL/MOTEL,False,18.0,42.0,8.0,2018.0,11/07/2018 04:13:47 PM,"(41.894821547, -87.632133928)",670.0,11.0
696506,10704417,10/04/2016 10:00:00 AM,017XX S WOOD ST,BATTERY,SIMPLE,ALLEY,False,12.0,25.0,31.0,2016.0,02/10/2018 03:50:01 PM,"(41.858362383, -87.671116619)",343.0,26.0
290056,11294490,04/24/2018 01:21:00 PM,041XX W IRVING PARK RD,BATTERY,AGG PRO EMP HANDS SERIOUS INJ,CTA PLATFORM,True,17.0,39.0,16.0,2018.0,06/19/2018 03:53:58 PM,"(41.953620328, -87.730408248)",295.0,38.0
670128,10746580,11/07/2016 03:55:00 PM,034XX W FOSTER AVE,THEFT,FROM BUILDING,LIBRARY,False,17.0,39.0,13.0,2016.0,02/10/2018 03:50:01 PM,"(41.975686228, -87.713860671)",167.0,38.0
528547,10961416,05/29/2017 12:30:00 PM,008XX W 68TH ST,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,APARTMENT,True,7.0,17.0,68.0,2017.0,02/10/2018 03:50:01 PM,"(41.770627257, -87.646245257)",410.0,32.0
608555,10840103,02/04/2017 09:00:00 PM,054XX S SHORE DR,THEFT,OVER $500,STREET,False,2.0,5.0,41.0,2017.0,02/14/2017 03:49:42 PM,"(41.79631327, -87.580898427)",501.0,33.0
39484,11645360,04/03/2019 09:00:00 AM,015XX W FARGO AVE,THEFT,$500 AND UNDER,RESIDENCE,False,24.0,49.0,1.0,2019.0,04/10/2019 04:14:14 PM,"(42.017104208, -87.669177854)",357.0,5.0
611950,10834051,01/31/2017 02:00:00 AM,044XX W WEST END AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,11.0,28.0,26.0,2017.0,02/14/2017 03:49:42 PM,"(41.883223021, -87.737328097)",732.0,23.0
