,ID,Date,Block,Primary Type,Description,Location Description,Arrest,District,Ward,Community Area,Year,Updated On,Location,Census Tracts,Wards
462859,11063418,08/19/2017 12:00:00 PM,010XX S MONITOR AVE,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),False,15.0,29.0,25.0,2017.0,02/10/2018 03:50:01 PM,"(41.868225857, -87.770543221)",61.0,7.0
178414,11442604,09/10/2018 11:14:00 PM,022XX N AVERS AVE,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,ALLEY,False,25.0,30.0,22.0,2018.0,09/17/2018 04:03:31 PM,"(41.9213641, -87.723014012)",74.0,12.0
550454,10929706,04/30/2017 01:37:00 AM,076XX S LUELLA AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,4.0,7.0,43.0,2017.0,02/10/2018 03:50:01 PM,"(41.756641226, -87.569989405)",420.0,37.0
184999,11433613,09/02/2018 03:00:00 AM,030XX W WALNUT ST,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,12.0,2.0,27.0,2018.0,09/09/2018 03:57:45 PM,"(41.885443127, -87.702397623)",50.0,46.0
510250,10990593,06/21/2017 11:30:00 AM,010XX N SPAULDING AVE,BATTERY,SIMPLE,SIDEWALK,False,11.0,26.0,23.0,2017.0,02/10/2018 03:50:01 PM,"(41.899926832, -87.709355418)",150.0,49.0
270396,11320479,05/20/2018 12:56:00 AM,127XX S WALLACE ST,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,5.0,9.0,53.0,2018.0,05/27/2018 03:50:44 PM,"(41.662635074, -87.636605731)",7.0,43.0
211094,11399093,08/01/2018 09:20:00 AM,082XX S SAGINAW AVE,ASSAULT,AGGRAVATED: HANDGUN,RESIDENTIAL YARD (FRONT/BACK),False,4.0,7.0,46.0,2018.0,08/08/2018 04:16:44 PM,"(41.745589433, -87.560065205)",244.0,37.0
225634,11381163,07/14/2018 01:30:00 AM,006XX N FRANKLIN ST,THEFT,OVER $500,STREET,False,18.0,42.0,8.0,2018.0,07/21/2018 03:49:07 PM,"(41.893676531, -87.635628328)",652.0,36.0
72475,11591921,02/10/2019 08:45:00 PM,061XX S ROCKWELL ST,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,True,8.0,16.0,66.0,2019.0,02/17/2019 04:05:09 PM,"(41.782231422, -87.688605128)",111.0,2.0
249390,11348360,06/15/2018 04:30:00 AM,074XX S COLES AVE,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,APARTMENT,False,3.0,7.0,43.0,2018.0,06/22/2018 03:53:00 PM,"(41.761269577, -87.559950282)",421.0,37.0
202012,11411053,08/12/2018 02:00:00 AM,031XX S RACINE AVE,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,9.0,11.0,60.0,2018.0,08/19/2018 04:03:34 PM,"(41.836753677, -87.655989451)",676.0,48.0
468546,11052617,08/12/2017 08:30:00 AM,022XX E 70TH PL,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,3.0,5.0,43.0,2017.0,02/10/2018 03:50:01 PM,"(41.767114613, -87.570990609)",142.0,33.0
534254,10953379,05/21/2017 09:00:00 PM,051XX W AINSLIE ST,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE,False,16.0,45.0,11.0,2017.0,02/10/2018 03:50:01 PM,"(41.969749787, -87.756379291)",129.0,50.0
719958,10673758,09/04/2016 02:00:00 AM,0000X W TERMINAL ST,THEFT,OVER $500,AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA,True,16.0,41.0,76.0,2016.0,02/10/2018 03:50:01 PM,"(41.976762981, -87.900983721)",668.0,29.0
389436,11160136,11/26/2017 04:50:00 PM,055XX W HOMER ST,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),False,25.0,29.0,25.0,2017.0,02/10/2018 03:50:01 PM,"(41.915055232, -87.76417995)",596.0,45.0
328627,11242099,02/27/2018 10:00:00 AM,016XX W TOUHY AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,24.0,49.0,1.0,2018.0,05/04/2018 03:51:04 PM,"(42.012695288, -87.671247564)",489.0,5.0
165049,11460834,09/28/2018 02:00:00 PM,010XX W ADDISON ST,THEFT,POCKET-PICKING,PARK PROPERTY,False,19.0,44.0,6.0,2018.0,10/05/2018 03:59:12 PM,"(41.947225886, -87.655545441)",691.0,25.0
343839,11221085,02/02/2018 09:20:00 AM,007XX S KEDZIE AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,11.0,24.0,27.0,2018.0,05/04/2018 03:51:04 PM,"(41.872341909, -87.705871356)",36.0,14.0
471197,11081042,08/08/2017 09:00:00 PM,100XX W OHARE ST,NARCOTICS,FORFEIT PROPERTY,AIRPORT/AIRCRAFT,True,16.0,41.0,76.0,2017.0,02/10/2018 03:50:01 PM,"(41.976290414, -87.905227221)",668.0,29.0
112333,11532327,12/11/2018 04:30:00 PM,082XX S BISHOP ST,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,ALLEY,True,6.0,21.0,71.0,2018.0,12/18/2018 04:20:29 PM,"(41.743952336, -87.659633335)",575.0,13.0
11730,11685471,05/13/2019 09:00:00 AM,028XX W 19TH ST,BATTERY,PRO EMP HANDS NO/MIN INJURY,HOSPITAL BUILDING/GROUNDS,False,10.0,12.0,30.0,2019.0,05/20/2019 04:18:59 PM,"(41.855524939, -87.6978538)",203.0,1.0
342383,11224575,02/04/2018 04:30:00 PM,008XX N ORLEANS ST,CRIMINAL DAMAGE,TO VEHICLE,COMMERCIAL / BUSINESS OFFICE,False,18.0,27.0,8.0,2018.0,05/04/2018 03:51:04 PM,"(41.897135527, -87.637192135)",652.0,46.0
374437,11179945,12/17/2017 02:00:00 AM,004XX N ASHLAND AVE,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,BAR OR TAVERN,False,12.0,27.0,24.0,2017.0,05/04/2018 03:51:04 PM,"(41.889110329, -87.667086139)",520.0,46.0
577760,10887775,03/23/2017 08:00:00 AM,033XX S KEDZIE AVE,NARCOTICS,FOUND SUSPECT NARCOTICS,OTHER,True,10.0,22.0,30.0,2017.0,02/10/2018 03:50:01 PM,"(41.832571089, -87.704685773)",200.0,28.0
15140,11680449,05/08/2019 12:32:00 PM,017XX W NORTH AVE,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,14.0,32.0,24.0,2019.0,05/15/2019 04:22:34 PM,"(41.910573047, -87.671841045)",437.0,40.0
171414,11453294,09/20/2018 09:00:00 AM,066XX S PEORIA ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,7.0,6.0,68.0,2018.0,10/25/2018 04:10:05 PM,"(41.773579459, -87.647053265)",436.0,32.0
529846,10960367,05/27/2017 04:30:00 PM,002XX W 111TH PL,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,5.0,34.0,49.0,2017.0,02/10/2018 03:50:01 PM,"(41.6916126, -87.62851276)",660.0,22.0
423822,11113784,10/09/2017 08:33:00 PM,059XX S ROCKWELL ST,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,8.0,16.0,66.0,2017.0,02/10/2018 03:50:01 PM,"(41.78564034, -87.688695643)",111.0,2.0
620485,10821295,01/19/2017 03:00:00 PM,058XX N KIMBALL AVE,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,False,17.0,39.0,13.0,2017.0,02/10/2018 03:50:01 PM,"(41.987261412, -87.713888237)",799.0,38.0
111278,11533749,12/13/2018 04:10:00 AM,079XX S WABASH AVE,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,APARTMENT,True,6.0,6.0,44.0,2018.0,12/21/2018 04:03:36 PM,"(41.750466105, -87.622980632)",406.0,32.0
249674,11347889,06/14/2018 07:30:00 PM,015XX W 47TH ST,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,TAXICAB,False,9.0,20.0,61.0,2018.0,06/21/2018 04:04:58 PM,"(41.808614964, -87.664128146)",677.0,4.0
459356,11065476,08/23/2017 09:00:00 PM,025XX W EASTWOOD AVE,THEFT,$500 AND UNDER,STREET,False,19.0,47.0,4.0,2017.0,02/10/2018 03:50:01 PM,"(41.965713805, -87.691876868)",666.0,18.0
72869,11591307,02/10/2019 05:42:00 AM,021XX N MILWAUKEE AVE,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,False,14.0,1.0,22.0,2019.0,02/17/2019 04:05:09 PM,"(41.919830256, -87.692325585)",323.0,41.0
194683,11421312,08/21/2018 04:05:00 AM,069XX S EGGLESTON AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,7.0,6.0,68.0,2018.0,08/28/2018 04:01:15 PM,"(41.76799688, -87.636002068)",479.0,32.0
223245,11383102,07/17/2018 05:00:00 AM,076XX S KINGSTON AVE,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,4.0,7.0,43.0,2018.0,07/24/2018 04:15:32 PM,"(41.756507401, -87.562686593)",245.0,37.0
671374,10744108,11/05/2016 10:30:00 PM,118XX S MORGAN ST,ROBBERY,ARMED: HANDGUN,SIDEWALK,False,5.0,34.0,53.0,2016.0,02/10/2018 03:50:01 PM,"(41.678978714, -87.646818342)",642.0,22.0
444429,11085772,09/12/2017 11:38:00 PM,016XX N TALMAN AVE,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,STREET,False,14.0,1.0,24.0,2017.0,02/10/2018 03:50:01 PM,"(41.911046162, -87.693342967)",299.0,41.0
206672,11409366,08/06/2018 11:06:00 AM,054XX S CALIFORNIA AVE,DECEPTIVE PRACTICE,BOGUS CHECK,CURRENCY EXCHANGE,False,9.0,14.0,63.0,2018.0,08/15/2018 04:02:58 PM,"(41.794574205, -87.693820896)",778.0,8.0
337169,11230412,02/14/2018 01:00:00 AM,0000X E VAN BUREN ST,CRIMINAL DAMAGE,TO PROPERTY,OTHER,False,1.0,2.0,32.0,2018.0,05/04/2018 03:51:04 PM,"(41.876995767, -87.625109852)",367.0,36.0
605867,10843341,02/08/2017 04:37:00 PM,022XX N MAJOR AVE,ASSAULT,AGGRAVATED: HANDGUN,STREET,True,25.0,37.0,19.0,2017.0,02/16/2017 03:47:17 PM,"(41.921233743, -87.768321276)",57.0,44.0
390910,11158272,11/24/2017 03:10:00 PM,027XX W 23RD ST,ASSAULT,SIMPLE,STREET,False,10.0,28.0,30.0,2017.0,02/10/2018 03:50:01 PM,"(41.850105875, -87.693558042)",263.0,1.0
316505,11258552,03/17/2018 04:50:00 AM,039XX N RIDGEWAY AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,17.0,39.0,16.0,2018.0,05/04/2018 03:51:04 PM,"(41.952483496, -87.721452595)",326.0,50.0
702464,10695010,09/26/2016 09:15:00 AM,047XX W FLOURNOY ST,BATTERY,SIMPLE,ALLEY,False,11.0,24.0,25.0,2016.0,02/10/2018 03:50:01 PM,"(41.872292172, -87.744145102)",61.0,14.0
686231,10719550,10/17/2016 08:00:00 PM,064XX S SACRAMENTO AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,8.0,15.0,66.0,2016.0,02/10/2018 03:50:01 PM,"(41.776711245, -87.698207173)",319.0,31.0
217181,11390950,07/24/2018 06:00:00 PM,088XX S JEFFERY BLVD,CRIMINAL DAMAGE,TO PROPERTY,RESIDENTIAL YARD (FRONT/BACK),True,4.0,8.0,48.0,2018.0,07/31/2018 03:50:48 PM,"(41.734329121, -87.575654048)",473.0,35.0
528637,10961261,05/29/2017 09:30:00 AM,015XX W ARTHUR AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,STREET,False,24.0,40.0,1.0,2017.0,02/10/2018 03:50:01 PM,"(41.999917797, -87.669724501)",242.0,24.0
180536,11440537,09/08/2018 12:02:00 AM,033XX W NORTH AVE,THEFT,RETAIL THEFT,RESTAURANT,False,14.0,26.0,23.0,2018.0,09/15/2018 04:00:37 PM,"(41.910075348, -87.709921551)",455.0,49.0
234163,11368276,07/03/2018 05:00:00 PM,030XX N SACRAMENTO AVE,THEFT,$500 AND UNDER,CLEANING STORE,False,14.0,35.0,21.0,2018.0,07/10/2018 04:03:21 PM,"(41.93576532, -87.702614874)",465.0,20.0
250680,11346643,06/13/2018 01:50:00 PM,007XX S PULASKI RD,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,11.0,24.0,26.0,2018.0,06/20/2018 04:03:16 PM,"(41.871395715, -87.72536577)",703.0,14.0
393977,11154187,11/19/2017 08:30:00 PM,052XX S TRIPP AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,8.0,23.0,57.0,2017.0,02/10/2018 03:50:01 PM,"(41.798447047, -87.729437132)",637.0,6.0
324211,11248812,03/05/2018 04:30:00 PM,051XX S LAKE PARK AVE,THEFT,POCKET-PICKING,GAS STATION,False,2.0,4.0,41.0,2018.0,05/04/2018 03:51:04 PM,"(41.801895518, -87.58769156)",405.0,10.0
318695,11255921,03/13/2018 11:25:00 PM,090XX S KINGSTON AVE,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,SIDEWALK,False,4.0,7.0,48.0,2018.0,05/04/2018 03:51:04 PM,"(41.730897108, -87.562208778)",493.0,37.0
712062,10682220,09/14/2016 09:00:00 AM,019XX W CORTLAND ST,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,False,14.0,32.0,22.0,2016.0,02/10/2018 03:50:01 PM,"(41.915976406, -87.675657801)",179.0,40.0
376351,11177940,12/14/2017 03:45:00 PM,0000X N DEARBORN ST,THEFT,POCKET-PICKING,CTA STATION,False,1.0,42.0,32.0,2017.0,05/04/2018 03:51:04 PM,"(41.882381731, -87.629412971)",92.0,36.0
694010,10708194,10/07/2016 02:30:00 PM,042XX W BELMONT AVE,THEFT,$500 AND UNDER,STREET,False,17.0,31.0,16.0,2016.0,02/10/2018 03:50:01 PM,"(41.939019668, -87.732754765)",329.0,21.0
82087,11577177,01/25/2019 05:00:00 PM,0000X E WASHINGTON ST,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,False,1.0,42.0,32.0,2019.0,02/01/2019 04:19:40 PM,"(41.883224344, -87.624971297)",580.0,36.0
354722,11206292,01/17/2018 01:18:00 PM,005XX S LARAMIE AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,15.0,29.0,25.0,2018.0,05/04/2018 03:51:04 PM,"(41.873573131, -87.754821724)",68.0,7.0
698927,10701125,10/01/2016 02:00:00 AM,042XX W 26TH ST,THEFT,OVER $500,STREET,False,10.0,22.0,30.0,2016.0,02/10/2018 03:50:01 PM,"(41.844165307, -87.730739666)",194.0,28.0
204211,11415095,08/09/2018 02:00:00 PM,006XX W 117TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,DRIVEWAY - RESIDENTIAL,False,5.0,34.0,53.0,2018.0,08/18/2018 03:52:47 PM,"(41.681868393, -87.639034065)",255.0,22.0
431351,11104639,09/29/2017 07:30:00 PM,016XX W HOWARD ST,THEFT,OVER $500,STREET,False,24.0,49.0,1.0,2017.0,02/10/2018 03:50:01 PM,"(42.01937388, -87.671594138)",489.0,5.0
239766,11361998,06/26/2018 11:39:00 PM,053XX S CALUMET AVE,ROBBERY,STRONGARM - NO WEAPON,RESIDENCE,False,2.0,3.0,40.0,2018.0,07/03/2018 03:55:36 PM,"(41.797645999, -87.617677592)",401.0,9.0
531744,10958534,05/25/2017 07:10:00 AM,059XX W LAWRENCE AVE,BATTERY,SIMPLE,STREET,False,16.0,38.0,15.0,2017.0,02/10/2018 03:50:01 PM,"(41.967651749, -87.777214411)",94.0,19.0
724103,10662206,08/30/2016 07:00:00 AM,041XX W FERDINAND ST,BATTERY,SIMPLE,COMMERCIAL / BUSINESS OFFICE,False,11.0,28.0,23.0,2016.0,02/10/2018 03:50:01 PM,"(41.890174212, -87.72945171)",99.0,23.0
339489,11227696,02/09/2018 11:00:00 PM,088XX S EUCLID AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,4.0,8.0,48.0,2018.0,05/10/2018 03:46:13 PM,"(41.734537478, -87.576871637)",473.0,35.0
232446,11370488,07/05/2018 05:31:00 PM,015XX S TRIPP AVE,THEFT,OVER $500,SIDEWALK,True,10.0,24.0,29.0,2018.0,07/12/2018 03:56:08 PM,"(41.860152563, -87.731107195)",761.0,14.0
312551,11264709,03/22/2018 08:30:00 PM,007XX N MICHIGAN AVE,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,18.0,42.0,8.0,2018.0,05/04/2018 03:51:04 PM,"(41.895140898, -87.624255632)",158.0,36.0
620542,10904560,01/19/2017 01:40:00 PM,0000X N STATE ST,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,False,1.0,42.0,32.0,2017.0,02/10/2018 03:50:01 PM,"(41.882407782, -87.627844648)",92.0,36.0
204062,11408907,08/09/2018 05:30:00 PM,026XX E 75TH ST,BATTERY,AGG: HANDS/FIST/FEET NO/MINOR INJURY,CTA BUS,False,3.0,7.0,43.0,2018.0,08/16/2018 04:02:38 PM,"(41.759055505, -87.561259676)",245.0,37.0
136829,11499714,11/05/2018 06:45:00 PM,044XX W VAN BUREN ST,MOTOR VEHICLE THEFT,AUTOMOBILE,ALLEY,False,11.0,28.0,26.0,2018.0,11/12/2018 04:33:10 PM,"(41.875134805, -87.736096085)",716.0,23.0
132402,11505028,11/12/2018 09:05:00 AM,021XX S HOMAN AVE,THEFT,$500 AND UNDER,SIDEWALK,False,10.0,24.0,30.0,2018.0,11/19/2018 04:22:02 PM,"(41.85278773, -87.71015882)",201.0,14.0
143242,11492043,10/28/2018 12:00:00 PM,118XX S EMERALD AVE,THEFT,OVER $500,RESIDENCE,False,5.0,34.0,53.0,2018.0,11/04/2018 04:14:17 PM,"(41.678481106, -87.640725067)",255.0,22.0
332798,11236229,02/20/2018 08:45:00 PM,078XX S LOWE AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,6.0,17.0,71.0,2018.0,05/04/2018 03:51:04 PM,"(41.751837665, -87.640409801)",556.0,32.0
286422,11299367,04/29/2018 12:15:00 PM,040XX N KEDZIE AVE,THEFT,$500 AND UNDER,SMALL RETAIL STORE,False,17.0,33.0,16.0,2018.0,05/06/2018 03:50:33 PM,"(41.954614809, -87.708035521)",23.0,20.0
183077,11437603,09/04/2018 04:00:00 PM,047XX N CLARENDON AVE,BATTERY,SIMPLE,HOSPITAL BUILDING/GROUNDS,False,19.0,46.0,3.0,2018.0,09/11/2018 04:02:09 PM,"(41.967895809, -87.650082791)",636.0,39.0
407423,11136092,11/01/2017 06:20:00 AM,001XX N WELLS ST,CRIMINAL TRESPASS,TO LAND,PARKING LOT/GARAGE(NON.RESID.),True,1.0,42.0,32.0,2017.0,11/08/2017 03:57:40 PM,"(41.885326396, -87.633919718)",92.0,36.0
74662,11588684,02/07/2019 03:25:00 PM,103XX S ELIZABETH ST,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,"SCHOOL, PUBLIC, BUILDING",True,22.0,34.0,73.0,2019.0,02/14/2019 04:11:10 PM,"(41.706070186, -87.653645803)",595.0,22.0
127455,11511920,11/19/2018 06:25:00 PM,019XX S KEDZIE AVE,THEFT,OVER $500,CTA TRAIN,False,10.0,24.0,29.0,2018.0,11/26/2018 04:16:31 PM,"(41.854649511, -87.705335883)",202.0,14.0
311344,11265640,03/24/2018 03:15:00 PM,011XX S STATE ST,NARCOTICS,POSS: CRACK,CTA STATION,True,1.0,2.0,32.0,2018.0,05/04/2018 03:51:04 PM,"(41.868165405, -87.62743954)",12.0,10.0
263228,11329569,05/28/2018 10:18:00 PM,002XX W 107TH PL,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,True,5.0,34.0,49.0,2018.0,06/04/2018 04:01:50 PM,"(41.698889953, -87.629308463)",524.0,22.0
564935,10909757,04/10/2017 09:00:00 AM,012XX W BYRON ST,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,19.0,44.0,6.0,2017.0,02/10/2018 03:50:01 PM,"(41.952577011, -87.66113179)",725.0,18.0
606138,10858355,02/08/2017 10:00:00 AM,017XX N PAULINA ST,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),False,14.0,32.0,24.0,2017.0,02/10/2018 03:50:01 PM,"(41.913376455, -87.670206562)",437.0,40.0
574615,10934920,03/27/2017 02:30:00 PM,001XX N BESSIE COLEMAN DR,DECEPTIVE PRACTICE,"THEFT BY LESSEE,MOTOR VEH",AIRPORT VENDING ESTABLISHMENT,True,16.0,41.0,76.0,2017.0,02/10/2018 03:50:01 PM,"(41.977067232, -87.885851722)",668.0,29.0
227600,11376854,07/11/2018 04:21:00 PM,082XX S GREEN ST,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,False,6.0,21.0,71.0,2018.0,07/18/2018 03:56:28 PM,"(41.744368256, -87.645074213)",487.0,13.0
215910,11392758,07/26/2018 10:00:00 AM,040XX S ELLIS AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),False,2.0,4.0,36.0,2018.0,08/02/2018 03:53:00 PM,"(41.821418157, -87.603482777)",220.0,10.0
594860,10861505,02/24/2017 11:00:00 AM,038XX S HERMITAGE AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,9.0,11.0,59.0,2017.0,02/10/2018 03:50:01 PM,"(41.823723064, -87.669004532)",721.0,1.0
269282,11323128,05/21/2018 02:30:00 PM,0000X N MENARD AVE,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,15.0,29.0,25.0,2018.0,05/28/2018 03:48:32 PM,"(41.88109819, -87.769787655)",618.0,7.0
315727,11259395,03/18/2018 04:45:00 AM,012XX S HALSTED ST,ASSAULT,AGGRAVATED: HANDGUN,STREET,False,12.0,25.0,28.0,2018.0,05/04/2018 03:51:04 PM,"(41.866208655, -87.646889548)",97.0,48.0
496646,11010191,07/08/2017 12:35:00 PM,048XX S INDIANA AVE,OTHER OFFENSE,VIOLENT OFFENDER: ANNUAL REGISTRATION,SIDEWALK,False,2.0,3.0,38.0,2017.0,02/10/2018 03:50:01 PM,"(41.806998127, -87.621149727)",448.0,9.0
288139,11301683,04/27/2018 02:00:00 AM,002XX W ONTARIO ST,BATTERY,SIMPLE,BAR OR TAVERN,False,18.0,42.0,8.0,2018.0,05/04/2018 03:59:15 PM,"(41.893179585, -87.634686145)",652.0,36.0
24751,11665878,04/24/2019 07:26:00 PM,001XX W ADAMS ST,THEFT,RETAIL THEFT,CONVENIENCE STORE,False,1.0,42.0,32.0,2019.0,05/01/2019 04:31:01 PM,"(41.879392098, -87.633264712)",92.0,36.0
309335,11270122,03/27/2018 03:00:00 PM,036XX W LEXINGTON ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,11.0,24.0,27.0,2018.0,05/04/2018 03:51:04 PM,"(41.871723856, -87.717420957)",704.0,14.0
380025,11172865,12/09/2017 09:00:00 AM,006XX N LEAMINGTON AVE,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENTIAL YARD (FRONT/BACK),False,15.0,28.0,25.0,2017.0,02/10/2018 03:50:01 PM,"(41.891929361, -87.754266802)",694.0,45.0
414844,11125891,10/22/2017 01:00:00 AM,083XX S KARLOV AVE,THEFT,$500 AND UNDER,STREET,False,8.0,18.0,70.0,2017.0,02/10/2018 03:50:01 PM,"(41.741246727, -87.724077724)",197.0,30.0
440375,11091090,09/18/2017 08:15:00 AM,004XX N HAMLIN AVE,ASSAULT,SIMPLE,APARTMENT,False,11.0,27.0,23.0,2017.0,02/10/2018 03:50:01 PM,"(41.888806747, -87.721002933)",584.0,46.0
231543,11372477,07/06/2018 06:45:00 PM,001XX W JACKSON BLVD,THEFT,FROM BUILDING,RESTAURANT,False,1.0,2.0,32.0,2018.0,07/13/2018 03:50:04 PM,"(41.87813609, -87.632055653)",92.0,36.0
212165,11397580,07/31/2018 12:05:00 AM,020XX W GRAND AVE,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,12.0,26.0,24.0,2018.0,08/07/2018 04:02:59 PM,"(41.890801714, -87.678218892)",547.0,49.0
719805,10668734,09/04/2016 09:41:00 AM,040XX N DAMEN AVE,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,BANK,False,19.0,47.0,5.0,2016.0,02/10/2018 03:50:01 PM,"(41.95434186, -87.678759724)",623.0,18.0
429564,11105777,10/02/2017 02:25:00 AM,0000X N PARKSIDE AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,15.0,29.0,25.0,2017.0,02/10/2018 03:50:01 PM,"(41.880964145, -87.766527965)",618.0,7.0
602011,10849405,02/14/2017 07:30:00 AM,006XX S CLARK ST,THEFT,OVER $500,RESIDENCE,False,1.0,2.0,32.0,2017.0,02/10/2018 03:50:01 PM,"(41.873986481, -87.630658024)",12.0,10.0
169335,11455913,09/22/2018 06:45:00 PM,109XX S DOTY AVE W,BATTERY,SIMPLE,DEPARTMENT STORE,False,5.0,9.0,50.0,2018.0,10/03/2018 04:01:46 PM,"(41.695982095, -87.596653142)",254.0,43.0
295048,11287767,04/17/2018 12:45:00 PM,044XX S DR MARTIN LUTHER KING JR DR,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",True,2.0,3.0,38.0,2018.0,05/04/2018 03:51:04 PM,"(41.8142402, -87.61672621)",162.0,9.0
414990,11130666,10/21/2017 09:26:00 PM,004XX N COLUMBUS DR,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,COMMERCIAL / BUSINESS OFFICE,False,18.0,42.0,8.0,2017.0,02/10/2018 03:50:01 PM,"(41.890152128, -87.620307606)",159.0,36.0
569600,10899550,04/03/2017 02:30:00 PM,0000X W JACKSON BLVD,THEFT,FROM BUILDING,MEDICAL/DENTAL OFFICE,True,1.0,2.0,32.0,2017.0,02/10/2018 03:50:01 PM,"(41.878156422, -87.629995452)",92.0,10.0
151924,11479312,10/16/2018 06:00:00 PM,085XX S LOWE AVE,BATTERY,SIMPLE,VEHICLE NON-COMMERCIAL,False,6.0,21.0,71.0,2018.0,10/23/2018 04:27:27 PM,"(41.738725909, -87.640045136)",529.0,13.0
19835,11673215,05/01/2019 09:35:00 PM,012XX N WOLCOTT AVE,BATTERY,SIMPLE,SIDEWALK,False,14.0,1.0,24.0,2019.0,05/08/2019 04:25:27 PM,"(41.903694046, -87.674843464)",481.0,41.0
640639,10789665,12/21/2016 12:30:00 AM,016XX W GREGORY ST,THEFT,$500 AND UNDER,STREET,False,20.0,40.0,77.0,2016.0,02/10/2018 03:50:01 PM,"(41.982544045, -87.671103961)",564.0,24.0
341171,11225775,02/06/2018 08:00:00 PM,048XX N SHERIDAN RD,ASSAULT,SIMPLE,APARTMENT,False,20.0,48.0,3.0,2018.0,05/04/2018 03:51:04 PM,"(41.969762615, -87.654835892)",635.0,39.0
292616,11291193,04/20/2018 08:00:00 PM,010XX N RUSH ST,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,BAR OR TAVERN,False,18.0,42.0,8.0,2018.0,05/04/2018 03:51:04 PM,"(41.90136194, -87.627797666)",104.0,36.0
192645,11424363,08/23/2018 07:00:00 PM,088XX S DORCHESTER AVE,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,STREET,False,4.0,8.0,48.0,2018.0,08/30/2018 04:04:47 PM,"(41.734236777, -87.590511687)",490.0,35.0
