,ID,Date,Block,Primary Type,Description,Location Description,Arrest,District,Ward,Community Area,Year,Updated On,Location,Census Tracts,Wards
606457,10845547,02/07/2017 06:40:00 PM,055XX S MAPLEWOOD AVE,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,PARKING LOT/GARAGE(NON.RESID.),False,8.0,16.0,63.0,2017.0,02/14/2017 03:55:11 PM,"(41.79334615, -87.687690651)",112.0,3.0
345948,11218152,01/30/2018 08:32:00 AM,077XX N HASKINS AVE,CRIMINAL DAMAGE,TO PROPERTY,CTA GARAGE / OTHER PROPERTY,False,24.0,49.0,1.0,2018.0,05/04/2018 03:51:04 PM,"(42.022062685, -87.67484904)",340.0,5.0
312414,11265298,03/23/2018 01:00:00 AM,0000X W ELM ST,THEFT,POCKET-PICKING,BAR OR TAVERN,False,18.0,42.0,8.0,2018.0,05/04/2018 03:51:04 PM,"(41.90316534, -87.629210442)",230.0,11.0
305079,11274508,04/02/2018 07:00:00 PM,065XX S WHIPPLE ST,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,False,8.0,15.0,66.0,2018.0,05/04/2018 03:51:04 PM,"(41.774442603, -87.699362368)",382.0,31.0
536066,10988484,05/19/2017 12:00:00 PM,035XX W JACKSON BLVD,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,False,11.0,28.0,27.0,2017.0,02/10/2018 03:50:01 PM,"(41.877230828, -87.714221238)",783.0,23.0
430772,11105560,09/30/2017 03:45:00 PM,031XX W 39TH PL,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,9.0,14.0,58.0,2017.0,02/10/2018 03:50:01 PM,"(41.821714192, -87.703082339)",196.0,1.0
87146,11571505,01/17/2019 12:00:00 AM,043XX S ELLIS AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,2.0,4.0,39.0,2019.0,01/24/2019 04:19:06 PM,"(41.81600695, -87.601834735)",395.0,10.0
576145,10889616,03/25/2017 11:50:00 AM,001XX N STATE ST,THEFT,FROM BUILDING,RESTAURANT,False,1.0,42.0,32.0,2017.0,02/10/2018 03:50:01 PM,"(41.885503844, -87.627935448)",92.0,36.0
75435,11589705,02/06/2019 01:00:00 PM,058XX S WASHTENAW AVE,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,8.0,16.0,63.0,2019.0,02/13/2019 04:10:15 PM,"(41.78753412, -87.691184766)",112.0,2.0
229559,11374394,07/09/2018 04:00:00 AM,041XX W CARROLL AVE,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),True,11.0,28.0,26.0,2018.0,07/16/2018 04:10:11 PM,"(41.886790591, -87.728936377)",659.0,23.0
294257,11289527,04/18/2018 03:00:00 PM,087XX S ELIZABETH ST,THEFT,OVER $500,VEHICLE-COMMERCIAL,False,22.0,21.0,71.0,2018.0,05/04/2018 03:51:04 PM,"(41.735458913, -87.654541437)",533.0,13.0
530720,10958874,05/26/2017 02:50:00 PM,047XX W MARQUETTE RD,BATTERY,SIMPLE,SIDEWALK,True,8.0,13.0,65.0,2017.0,02/10/2018 03:50:01 PM,"(41.7711605, -87.739964917)",318.0,15.0
724175,10662065,08/30/2016 01:20:00 AM,054XX S DAMEN AVE,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,9.0,16.0,61.0,2016.0,02/10/2018 03:50:01 PM,"(41.794796091, -87.674327426)",767.0,2.0
628826,10808224,01/07/2017 10:25:00 AM,015XX N CENTRAL AVE,NARCOTICS,POSS: HEROIN(WHITE),STREET,True,25.0,37.0,25.0,2017.0,02/14/2017 03:49:42 PM,"(41.908041077, -87.765866033)",565.0,7.0
638112,10793475,12/24/2016 04:32:00 PM,0000X S MICHIGAN AVE,THEFT,OVER $500,VEHICLE - OTHER RIDE SERVICE,False,1.0,42.0,32.0,2016.0,02/10/2018 03:50:01 PM,"(41.881148549, -87.624340582)",367.0,36.0
589632,10870433,03/04/2017 02:30:00 PM,058XX N CAMPBELL AVE,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,SIDEWALK,False,20.0,40.0,2.0,2017.0,02/10/2018 03:50:01 PM,"(41.987550161, -87.69201081)",15.0,24.0
483870,11029534,07/24/2017 03:30:00 PM,012XX S WESTERN AVE,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,OTHER,False,10.0,28.0,28.0,2017.0,02/10/2018 03:50:01 PM,"(41.865936425, -87.686020959)",96.0,23.0
545508,10937767,05/06/2017 07:00:00 PM,009XX N LOCKWOOD AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,15.0,37.0,25.0,2017.0,02/10/2018 03:50:01 PM,"(41.897343866, -87.758111361)",562.0,45.0
81411,11578166,01/26/2019 09:27:00 PM,037XX W 16TH ST,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,STREET,True,10.0,24.0,29.0,2019.0,02/02/2019 04:07:45 PM,"(41.85892592, -87.719195675)",800.0,14.0
189255,11428232,08/27/2018 11:45:00 PM,015XX E 53RD ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,2.0,4.0,41.0,2018.0,09/03/2018 04:08:41 PM,"(41.799546886, -87.588609986)",500.0,33.0
549048,10931321,05/01/2017 09:46:00 PM,019XX W FARGO AVE,CRIMINAL TRESPASS,TO LAND,RESIDENCE PORCH/HALLWAY,True,24.0,49.0,1.0,2017.0,02/10/2018 03:50:01 PM,"(42.016640595, -87.679722016)",52.0,5.0
469972,11051811,08/10/2017 12:45:00 PM,012XX N WOOD ST,THEFT,$500 AND UNDER,SIDEWALK,False,14.0,1.0,24.0,2017.0,02/10/2018 03:50:01 PM,"(41.903468592, -87.672380909)",481.0,41.0
287457,11297975,04/27/2018 10:32:00 PM,0000X N MAY ST,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,12.0,27.0,28.0,2018.0,05/04/2018 03:59:15 PM,"(41.882124526, -87.655539856)",63.0,26.0
520734,10973526,06/08/2017 03:45:00 AM,0000X E VAN BUREN ST,NARCOTICS,POSS: COCAINE,STREET,True,1.0,2.0,32.0,2017.0,02/10/2018 03:50:01 PM,"(41.876945609, -87.627214408)",367.0,10.0
514722,10983253,06/15/2017 06:40:00 PM,084XX S PULASKI RD,LIQUOR LAW VIOLATION,SELL/GIVE/DEL LIQUOR TO MINOR,DRUG STORE,True,8.0,18.0,70.0,2017.0,02/10/2018 03:50:01 PM,"(41.73910936, -87.721580723)",197.0,30.0
128869,11512954,11/17/2018 02:00:00 PM,020XX W GRANVILLE AVE,THEFT,FROM BUILDING,APARTMENT,False,24.0,40.0,2.0,2018.0,11/24/2018 04:09:12 PM,"(41.994246188, -87.680845112)",43.0,24.0
355425,11205430,01/16/2018 11:30:00 AM,008XX W ADAMS ST,ASSAULT,SIMPLE,OTHER,False,12.0,27.0,28.0,2018.0,05/04/2018 03:51:04 PM,"(41.879191983, -87.648777578)",91.0,26.0
683996,10724448,10/20/2016 08:00:00 PM,015XX N ELK GROVE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,14.0,1.0,24.0,2016.0,02/10/2018 03:50:01 PM,"(41.909611175, -87.674463035)",482.0,11.0
276423,11313068,05/12/2018 01:00:00 AM,051XX S CALUMET AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,2.0,3.0,40.0,2018.0,05/19/2018 03:48:17 PM,"(41.801513039, -87.617733588)",218.0,9.0
325860,23846,03/03/2018 03:13:00 AM,069XX S MICHIGAN AVE,HOMICIDE,FIRST DEGREE MURDER,STREET,True,3.0,6.0,69.0,2018.0,03/18/2019 04:08:09 PM,"(41.768612192, -87.621776071)",514.0,32.0
75871,11587348,02/05/2019 05:30:00 PM,048XX W RICE ST,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,15.0,37.0,25.0,2019.0,02/12/2019 04:09:48 PM,"(41.895940464, -87.7470425)",578.0,45.0
566291,10905186,04/08/2017 12:16:00 PM,0000X N MAYFIELD AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,15.0,29.0,25.0,2017.0,02/10/2018 03:50:01 PM,"(41.881047766, -87.771818798)",618.0,7.0
674905,10812825,11/01/2016 01:00:00 PM,034XX N LAVERGNE AVE,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,APARTMENT,False,16.0,38.0,15.0,2016.0,02/10/2018 03:50:01 PM,"(41.943618901, -87.751932044)",115.0,17.0
200745,11413376,08/13/2018 05:00:00 PM,106XX S AVENUE B,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,4.0,10.0,52.0,2018.0,08/20/2018 04:02:23 PM,"(41.701954848, -87.525748674)",715.0,47.0
542762,11022350,05/10/2017 06:00:00 PM,056XX W CHICAGO AVE,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,CURRENCY EXCHANGE,False,15.0,29.0,25.0,2017.0,02/10/2018 03:50:01 PM,"(41.894848727, -87.765707358)",672.0,7.0
665562,10751863,11/13/2016 11:15:00 PM,035XX W DOUGLAS BLVD,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,False,10.0,24.0,29.0,2016.0,02/10/2018 03:50:01 PM,"(41.862405607, -87.71458821)",772.0,14.0
726492,10659289,08/27/2016 09:25:00 AM,107XX S CALHOUN AVE,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,False,4.0,10.0,51.0,2016.0,02/10/2018 03:50:01 PM,"(41.700505086, -87.561989756)",174.0,47.0
726296,10660322,08/27/2016 03:00:00 PM,032XX W HADDON AVE,THEFT,$500 AND UNDER,STREET,False,11.0,26.0,23.0,2016.0,02/10/2018 03:50:01 PM,"(41.901864963, -87.707466818)",150.0,49.0
596405,10862011,02/22/2017 01:10:00 AM,068XX S JEFFERY BLVD,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,3.0,5.0,43.0,2017.0,02/10/2018 03:50:01 PM,"(41.77111611, -87.576434688)",381.0,33.0
457184,11068641,08/26/2017 05:00:00 PM,059XX S FRANCISCO AVE,THEFT,$500 AND UNDER,STREET,False,8.0,16.0,66.0,2017.0,02/10/2018 03:50:01 PM,"(41.785371024, -87.696006038)",183.0,2.0
585280,10874941,03/11/2017 01:00:00 AM,110XX S VERNON AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,5.0,9.0,49.0,2017.0,02/10/2018 03:50:01 PM,"(41.693813813, -87.612187865)",237.0,43.0
174288,11447990,09/16/2018 12:30:00 PM,117XX S INDIANA AVE,THEFT,OVER $500,STREET,False,5.0,9.0,53.0,2018.0,09/23/2018 04:00:24 PM,"(41.680413203, -87.617890798)",229.0,43.0
374164,11180527,12/17/2017 01:00:00 PM,077XX S DANTE AVE,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,True,4.0,5.0,43.0,2017.0,06/08/2018 03:49:10 PM,"(41.754994413, -87.589620023)",188.0,33.0
35593,11648788,04/08/2019 07:55:00 PM,036XX N JANSSEN AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,19.0,44.0,6.0,2019.0,04/15/2019 04:11:49 PM,"(41.947930421, -87.665253595)",724.0,25.0
456498,11078116,08/27/2017 02:37:00 PM,032XX W LAKE ST,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA STATION,False,11.0,28.0,27.0,2017.0,02/10/2018 03:50:01 PM,"(41.884389103, -87.706866213)",176.0,23.0
365303,11192045,12/31/2017 05:01:00 PM,026XX N ELSTON AVE,THEFT,RETAIL THEFT,COMMERCIAL / BUSINESS OFFICE,True,14.0,1.0,22.0,2017.0,05/04/2018 03:51:04 PM,"(41.929743818, -87.684273777)",240.0,41.0
171959,11452101,09/19/2018 02:25:00 PM,007XX S CICERO AVE,THEFT,OVER $500,CTA TRAIN,False,15.0,24.0,25.0,2018.0,09/27/2018 03:56:15 PM,"(41.871530533, -87.744926805)",61.0,14.0
180058,11441159,09/08/2018 05:00:00 PM,051XX S KEELER AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,8.0,23.0,57.0,2018.0,09/15/2018 04:00:37 PM,"(41.799769041, -87.728251118)",637.0,6.0
337904,11229382,02/12/2018 08:30:00 PM,005XX N STATE ST,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,18.0,42.0,8.0,2018.0,05/04/2018 03:51:04 PM,"(41.891948167, -87.628073894)",626.0,36.0
467855,11059140,08/13/2017 02:05:00 AM,009XX W BELMONT AVE,THEFT,OVER $500,TAXICAB,False,19.0,44.0,6.0,2017.0,02/10/2018 03:50:01 PM,"(41.939918899, -87.653369734)",681.0,25.0
699397,10701236,09/30/2016 04:00:00 PM,071XX S LAFAYETTE AVE,BATTERY,SIMPLE,STREET,False,7.0,6.0,69.0,2016.0,02/10/2018 03:50:01 PM,"(41.765230473, -87.626545636)",494.0,32.0
71065,11595034,02/13/2019 04:30:00 AM,008XX S KEELER AVE,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,11.0,24.0,26.0,2019.0,02/20/2019 04:32:09 PM,"(41.870559615, -87.730220138)",703.0,14.0
559902,10914348,04/17/2017 09:10:00 AM,060XX S EBERHART AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,3.0,20.0,42.0,2017.0,02/10/2018 03:50:01 PM,"(41.784917834, -87.613257846)",331.0,4.0
164242,11461914,09/29/2018 03:15:00 PM,039XX S LAKE PARK AVE,ASSAULT,SIMPLE,APARTMENT,False,2.0,4.0,36.0,2018.0,10/06/2018 03:59:57 PM,"(41.823665846, -87.603072021)",220.0,10.0
534666,10952907,05/21/2017 10:29:00 AM,051XX S WENTWORTH AVE,BATTERY,PRO EMP HANDS NO/MIN INJURY,POLICE FACILITY/VEH PARKING LOT,True,2.0,3.0,37.0,2017.0,02/10/2018 03:50:01 PM,"(41.80171934, -87.630703621)",224.0,9.0
652842,10772736,12/01/2016 11:30:00 PM,107XX S LA SALLE ST,ASSAULT,SIMPLE,RESIDENCE,False,5.0,34.0,49.0,2016.0,02/10/2018 03:50:01 PM,"(41.69902045, -87.626871965)",524.0,22.0
704707,10700620,09/23/2016 02:15:00 PM,046XX N MALDEN ST,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,19.0,46.0,3.0,2016.0,02/10/2018 03:50:01 PM,"(41.966251399, -87.662539766)",611.0,39.0
379853,11173073,12/09/2017 02:20:00 PM,0000X E JACKSON BLVD,THEFT,FROM BUILDING,RESTAURANT,False,1.0,2.0,32.0,2017.0,02/10/2018 03:50:01 PM,"(41.878260207, -87.625448401)",367.0,36.0
307156,11271761,03/30/2018 07:15:00 PM,037XX N OCTAVIA AVE,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,16.0,36.0,17.0,2018.0,05/04/2018 03:51:04 PM,"(41.947282339, -87.809497254)",392.0,19.0
177743,11444495,09/11/2018 10:24:00 PM,052XX W LAWRENCE AVE,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,16.0,45.0,11.0,2018.0,09/18/2018 04:08:02 PM,"(41.96789821, -87.758172055)",129.0,50.0
542604,10941023,05/11/2017 12:01:00 AM,004XX W 61ST ST,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,7.0,20.0,68.0,2017.0,02/10/2018 03:50:01 PM,"(41.783528325, -87.636248125)",166.0,4.0
188180,11430883,08/29/2018 12:00:00 PM,054XX S EVERETT AVE,THEFT,$500 AND UNDER,OTHER,False,2.0,5.0,41.0,2018.0,09/05/2018 04:01:50 PM,"(41.796184191, -87.582561219)",501.0,33.0
600875,10851082,02/15/2017 07:03:00 PM,034XX S COTTAGE GROVE AVE,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE PORCH/HALLWAY,False,2.0,4.0,35.0,2017.0,02/10/2018 03:50:01 PM,"(41.832278311, -87.611035696)",581.0,10.0
697715,10702499,10/02/2016 05:15:00 PM,009XX W FOSTER AVE,ASSAULT,SIMPLE,RESIDENCE-GARAGE,False,20.0,48.0,3.0,2016.0,02/10/2018 03:50:01 PM,"(41.976414059, -87.653823823)",635.0,16.0
539606,10944872,05/14/2017 11:45:00 PM,025XX E 78TH ST,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,4.0,7.0,43.0,2017.0,02/10/2018 03:50:01 PM,"(41.753585679, -87.563238289)",246.0,37.0
303071,11277532,04/05/2018 07:40:00 PM,004XX W NORTH AVE,THEFT,$500 AND UNDER,STREET,False,18.0,43.0,8.0,2018.0,05/04/2018 03:51:04 PM,"(41.911089355, -87.640269863)",272.0,11.0
524645,10967384,06/03/2017 05:15:00 AM,052XX W CHICAGO AVE,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,False,15.0,28.0,25.0,2017.0,02/10/2018 03:50:01 PM,"(41.894916666, -87.757306728)",673.0,45.0
145340,11487787,10/25/2018 06:57:00 PM,060XX S ARCHER AVE,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,PARKING LOT/GARAGE(NON.RESID.),True,8.0,23.0,56.0,2018.0,11/01/2018 04:12:18 PM,"(41.79468057, -87.769122435)",587.0,8.0
194688,11423354,08/21/2018 03:30:00 AM,090XX S OGLESBY AVE,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),False,4.0,7.0,48.0,2018.0,08/28/2018 04:01:15 PM,"(41.731151802, -87.567052654)",492.0,37.0
339481,11227086,02/09/2018 11:22:00 PM,077XX S LANGLEY AVE,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,RESIDENCE,True,6.0,6.0,69.0,2018.0,05/04/2018 03:51:04 PM,"(41.75417441, -87.607730415)",496.0,32.0
671303,11547957,11/06/2016 12:01:00 AM,020XX W 67TH PL,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,False,7.0,16.0,67.0,2016.0,03/13/2019 04:02:26 PM,"(41.771152082, -87.674947075)",282.0,2.0
381129,11171575,12/07/2017 05:57:00 PM,043XX N SHERIDAN RD,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,19.0,46.0,3.0,2017.0,02/10/2018 03:50:01 PM,"(41.96137851, -87.65474101)",577.0,39.0
304815,11288971,04/03/2018 08:00:00 AM,039XX W FILLMORE ST,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,False,11.0,24.0,29.0,2018.0,05/04/2018 03:51:04 PM,"(41.868009127, -87.72377877)",98.0,14.0
11192,11686306,05/13/2019 10:08:00 PM,063XX S ST LOUIS AVE,ROBBERY,ARMED: HANDGUN,STREET,False,8.0,23.0,66.0,2019.0,05/20/2019 04:18:59 PM,"(41.778622175, -87.710400757)",293.0,6.0
690483,10713628,10/12/2016 11:45:00 AM,003XX N MICHIGAN AVE,THEFT,OVER $500,STREET,False,1.0,42.0,32.0,2016.0,02/10/2018 03:50:01 PM,"(41.888243536, -87.624522887)",580.0,36.0
528640,10961197,05/29/2017 09:30:00 AM,067XX S WOLCOTT AVE,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,7.0,15.0,67.0,2017.0,02/10/2018 03:50:01 PM,"(41.771334041, -87.671272002)",281.0,2.0
425037,11112182,10/08/2017 05:29:00 AM,038XX W 46TH PL,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,8.0,14.0,57.0,2017.0,02/10/2018 03:50:01 PM,"(41.808836627, -87.719545944)",563.0,8.0
219545,11388465,07/21/2018 07:30:00 PM,030XX W ARTHINGTON ST,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,11.0,28.0,27.0,2018.0,07/28/2018 03:48:35 PM,"(41.870086638, -87.701957542)",36.0,23.0
661040,10759201,11/20/2016 03:00:00 AM,012XX W JACKSON BLVD,THEFT,FROM BUILDING,RESIDENCE,False,12.0,2.0,28.0,2016.0,02/10/2018 03:50:01 PM,"(41.877773651, -87.658123155)",91.0,23.0
159881,11467738,10/05/2018 02:20:00 PM,079XX S HERMITAGE AVE,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,6.0,17.0,71.0,2018.0,11/02/2018 04:09:51 PM,"(41.749519946, -87.66706198)",574.0,31.0
442957,11087977,09/15/2017 12:53:00 AM,051XX S WOOD ST,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,True,9.0,16.0,61.0,2017.0,02/10/2018 03:50:01 PM,"(41.800803751, -87.669633746)",767.0,2.0
365161,11192172,12/31/2017 09:45:00 PM,055XX N MAPLEWOOD AVE,ASSAULT,SIMPLE,OTHER,False,20.0,40.0,4.0,2017.0,05/04/2018 03:51:04 PM,"(41.98227342, -87.693056814)",29.0,24.0
468676,11051642,08/12/2017 01:54:00 AM,007XX E 105TH PL,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,True,5.0,9.0,50.0,2017.0,02/10/2018 03:50:01 PM,"(41.702876654, -87.604960389)",254.0,43.0
203043,11410150,08/10/2018 10:00:00 PM,067XX S INDIANA AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,3.0,20.0,69.0,2018.0,08/17/2018 04:03:37 PM,"(41.772203482, -87.62028834)",514.0,32.0
599367,10853371,02/17/2017 09:00:00 PM,014XX N MILWAUKEE AVE,THEFT,OVER $500,STREET,False,14.0,1.0,24.0,2017.0,02/10/2018 03:50:01 PM,"(41.908148483, -87.673982127)",481.0,41.0
322146,11250951,03/08/2018 07:30:00 PM,023XX W 47TH PL,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,9.0,12.0,61.0,2018.0,05/04/2018 03:51:04 PM,"(41.807499972, -87.682615172)",788.0,3.0
326818,11252265,03/01/2018 06:48:00 PM,033XX W CERMAK RD,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,False,10.0,22.0,30.0,2018.0,05/04/2018 03:51:04 PM,"(41.851715945, -87.709372731)",291.0,28.0
420288,11119234,10/14/2017 09:00:00 PM,008XX N MICHIGAN AVE,THEFT,POCKET-PICKING,OTHER,False,18.0,42.0,8.0,2017.0,02/10/2018 03:50:01 PM,"(41.898767916, -87.624116333)",104.0,36.0
150679,11480273,10/18/2018 02:24:00 PM,016XX N ALBANY AVE,THEFT,$500 AND UNDER,RESIDENCE,True,14.0,26.0,23.0,2018.0,10/25/2018 04:16:26 PM,"(41.910677143, -87.704533512)",389.0,49.0
359579,11200190,01/09/2018 07:00:00 PM,034XX W 82ND PL,THEFT,$500 AND UNDER,STREET,False,8.0,18.0,70.0,2018.0,05/04/2018 03:51:04 PM,"(41.743319972, -87.707971893)",199.0,30.0
346484,11217512,01/29/2018 11:45:00 AM,007XX S WABASH AVE,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),False,1.0,2.0,32.0,2018.0,05/04/2018 03:51:04 PM,"(41.8726596, -87.625958144)",368.0,10.0
399591,11146906,11/11/2017 10:30:00 PM,006XX W CORNELIA AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,19.0,46.0,6.0,2017.0,02/10/2018 03:50:01 PM,"(41.945641647, -87.645714624)",692.0,39.0
634996,10800770,12/29/2016 04:00:00 PM,033XX W 114TH ST,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,22.0,19.0,74.0,2016.0,02/10/2018 03:50:01 PM,"(41.68654433, -87.703762629)",264.0,42.0
355383,11207143,01/16/2018 12:25:00 PM,009XX W ARMITAGE AVE,CRIMINAL DAMAGE,TO PROPERTY,OTHER RAILROAD PROP / TRAIN DEPOT,False,18.0,43.0,7.0,2018.0,05/04/2018 03:51:04 PM,"(41.918116868, -87.652579784)",744.0,34.0
111190,11540605,12/13/2018 09:00:00 AM,023XX W WILSON AVE,THEFT,FROM BUILDING,APARTMENT,False,19.0,47.0,4.0,2018.0,12/22/2018 04:03:39 PM,"(41.964894216, -87.687149167)",667.0,18.0
69254,11596915,02/15/2019 06:30:00 PM,066XX S LOWE AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,7.0,6.0,68.0,2019.0,02/22/2019 04:04:55 PM,"(41.773360201, -87.64069877)",435.0,32.0
355285,11206320,01/16/2018 03:00:00 PM,001XX E OHIO ST,OTHER OFFENSE,TELEPHONE THREAT,OTHER,False,18.0,42.0,8.0,2018.0,05/04/2018 03:51:04 PM,"(41.892559086, -87.623450463)",159.0,36.0
557831,10919520,04/20/2017 12:00:00 AM,117XX S NORMAL AVE,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,False,5.0,34.0,53.0,2017.0,02/10/2018 03:50:01 PM,"(41.680796916, -87.634762525)",255.0,22.0
576514,10889212,03/24/2017 09:30:00 PM,057XX S RACINE AVE,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,SIDEWALK,False,7.0,16.0,68.0,2017.0,02/10/2018 03:50:01 PM,"(41.79006908, -87.654768679)",409.0,2.0
588157,10870017,03/06/2017 06:45:00 PM,075XX S ASHLAND AVE,THEFT,PURSE-SNATCHING,DEPARTMENT STORE,False,6.0,17.0,71.0,2017.0,02/10/2018 03:50:01 PM,"(41.756689862, -87.663593994)",573.0,31.0
462120,11060860,08/20/2017 07:20:00 AM,086XX S PAULINA ST,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,6.0,18.0,71.0,2017.0,02/10/2018 03:50:01 PM,"(41.736733485, -87.665519748)",532.0,13.0
341839,11223649,02/05/2018 04:30:00 PM,083XX S HERMITAGE AVE,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,6.0,18.0,71.0,2018.0,05/04/2018 03:51:04 PM,"(41.742084508, -87.666871364)",532.0,13.0
399807,11146505,11/11/2017 04:10:00 PM,077XX S YATES BLVD,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,False,4.0,7.0,43.0,2017.0,02/10/2018 03:50:01 PM,"(41.754536391, -87.566287128)",420.0,37.0
8317,11690765,05/17/2019 10:25:00 PM,007XX N ROCKWELL ST,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,True,12.0,26.0,24.0,2019.0,05/24/2019 04:15:50 PM,"(41.894549832, -87.691737336)",545.0,49.0
344033,11220813,02/01/2018 11:00:00 PM,053XX N KIMBALL AVE,THEFT,OVER $500,STREET,False,17.0,39.0,13.0,2018.0,05/04/2018 03:51:04 PM,"(41.978283621, -87.713607479)",167.0,38.0
725051,10661805,08/29/2016 01:00:00 AM,008XX E 40TH ST,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,False,2.0,4.0,36.0,2016.0,02/10/2018 03:50:01 PM,"(41.821639787, -87.604676271)",220.0,10.0
380157,11172688,12/09/2017 01:49:00 AM,009XX E 133RD ST,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,True,5.0,9.0,54.0,2017.0,02/10/2018 03:50:01 PM,"(41.653793378, -87.597507313)",10.0,43.0
228096,11376258,07/10/2018 10:45:00 PM,017XX N NASHVILLE AVE,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,25.0,36.0,25.0,2018.0,07/17/2018 03:53:57 PM,"(41.911351942, -87.789966816)",598.0,7.0
662830,10756697,11/17/2016 06:35:00 PM,012XX W 49TH PL,ROBBERY,ARMED: HANDGUN,SIDEWALK,False,9.0,16.0,61.0,2016.0,02/10/2018 03:50:01 PM,"(41.804162406, -87.656406187)",739.0,4.0
344060,11221319,02/01/2018 10:00:00 PM,051XX S TROY ST,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,False,9.0,14.0,63.0,2018.0,05/04/2018 03:51:04 PM,"(41.800253613, -87.702526159)",777.0,8.0
