,ID,Date,Block,Primary Type,Description,Location Description,Arrest,District,Ward,Community Area,Year,Updated On,Location,Census Tracts,Wards
721177,10667259,09/02/2016 04:30:00 PM,056XX S RACINE AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,SIDEWALK,True,7.0,16.0,67.0,2016.0,02/10/2018 03:50:01 PM,"(41.79170492, -87.654810098)",409.0,2.0
70824,11594586,02/13/2019 02:15:00 PM,036XX W CERMAK RD,BATTERY,SIMPLE,APARTMENT,True,10.0,24.0,29.0,2019.0,02/20/2019 04:32:09 PM,"(41.851640652, -87.716773122)",754.0,28.0
146050,11486655,10/24/2018 07:20:00 PM,067XX S WOOD ST,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,7.0,16.0,67.0,2018.0,10/31/2018 04:17:26 PM,"(41.771361236, -87.668852241)",283.0,2.0
279810,11308776,05/07/2018 06:00:00 PM,079XX S RIDGELAND AVE,THEFT,OVER $500,OTHER,False,4.0,8.0,46.0,2018.0,05/14/2018 03:52:59 PM,"(41.750839912, -87.581664262)",507.0,35.0
469294,11056468,08/11/2017 11:00:00 AM,008XX W 79TH ST,ROBBERY,STRONGARM - NO WEAPON,VACANT LOT/LAND,False,6.0,17.0,71.0,2017.0,02/10/2018 03:50:01 PM,"(41.750617738, -87.645648781)",487.0,31.0
53693,11629186,03/12/2019 10:00:00 PM,039XX W AINSLIE ST,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,False,17.0,39.0,14.0,2019.0,03/23/2019 03:54:30 PM,"(41.970087821, -87.726145481)",127.0,38.0
663480,10756436,11/16/2016 09:21:00 PM,008XX W LAWRENCE AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,20.0,48.0,3.0,2016.0,02/10/2018 03:50:01 PM,"(41.969143534, -87.650856378)",19.0,39.0
700187,10699289,09/29/2016 03:05:00 PM,092XX S DREXEL AVE,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,4.0,8.0,47.0,2016.0,02/10/2018 03:50:01 PM,"(41.727289428, -87.600966381)",472.0,35.0
230364,11373075,07/08/2018 02:40:00 AM,058XX N KENMORE AVE,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,False,20.0,48.0,77.0,2018.0,07/15/2018 03:50:07 PM,"(41.988341219, -87.65676102)",13.0,16.0
89563,11565386,01/13/2019 09:49:00 AM,061XX S WHIPPLE ST,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,8.0,16.0,66.0,2019.0,01/23/2019 11:26:56 AM,"(41.782190886, -87.69956837)",183.0,2.0
21603,11670468,04/29/2019 01:30:00 PM,066XX S FRANCISCO AVE,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,False,8.0,17.0,66.0,2019.0,05/06/2019 04:29:01 PM,"(41.773135148, -87.69567993)",382.0,31.0
192203,11425236,08/24/2018 11:10:00 AM,002XX W 87TH ST,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,CONVENIENCE STORE,False,6.0,21.0,44.0,2018.0,08/31/2018 04:01:52 PM,"(41.736148121, -87.629070243)",1.0,13.0
645570,10782321,12/13/2016 01:56:00 AM,021XX W NORTH AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,14.0,32.0,24.0,2016.0,12/20/2016 03:49:10 PM,"(41.910417621, -87.681130089)",298.0,11.0
500996,11046474,07/03/2017 12:00:00 AM,022XX N LINCOLN AVE,THEFT,FROM BUILDING,BAR OR TAVERN,False,18.0,43.0,7.0,2017.0,02/10/2018 03:50:01 PM,"(41.923005158, -87.645351431)",798.0,34.0
691974,10712475,10/10/2016 10:00:00 AM,024XX W LOGAN BLVD,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,False,14.0,35.0,22.0,2016.0,02/10/2018 03:50:01 PM,"(41.928370503, -87.689421477)",240.0,41.0
290274,11294567,04/24/2018 07:00:00 AM,043XX S HOMAN AVE,THEFT,FROM BUILDING,RESIDENCE-GARAGE,False,8.0,14.0,58.0,2018.0,05/04/2018 03:51:04 PM,"(41.814719164, -87.70913768)",640.0,8.0
213321,11396310,07/29/2018 02:45:00 PM,095XX S LA SALLE ST,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,SIDEWALK,False,5.0,21.0,49.0,2018.0,08/05/2018 03:55:07 PM,"(41.721220015, -87.627438388)",568.0,13.0
231922,11373863,07/06/2018 11:00:00 AM,068XX N WAYNE AVE,THEFT,$500 AND UNDER,APARTMENT,False,24.0,49.0,1.0,2018.0,07/13/2018 03:50:04 PM,"(42.005836834, -87.664964508)",47.0,5.0
122107,11518931,11/28/2018 12:30:00 AM,002XX E GARFIELD BLVD,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,False,2.0,3.0,40.0,2018.0,12/05/2018 04:21:44 PM,"(41.794731271, -87.620277064)",402.0,9.0
685902,10720407,10/18/2016 09:00:00 AM,112XX S EDBROOKE AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,5.0,9.0,49.0,2016.0,02/10/2018 03:50:01 PM,"(41.690045239, -87.619563452)",253.0,43.0
721847,10666182,09/01/2016 08:00:00 PM,079XX S RHODES AVE,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,6.0,6.0,44.0,2016.0,02/10/2018 03:50:01 PM,"(41.750722463, -87.611276411)",11.0,32.0
569473,10899748,04/03/2017 05:50:00 PM,033XX N ASHLAND AVE,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),False,19.0,44.0,6.0,2017.0,02/10/2018 03:50:01 PM,"(41.941748603, -87.668718084)",678.0,25.0
132817,11504369,11/11/2018 03:00:00 PM,021XX W ADAMS ST,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE-GARAGE,False,12.0,27.0,28.0,2018.0,11/18/2018 04:11:31 PM,"(41.878674723, -87.680597381)",89.0,46.0
372082,11183170,12/20/2017 11:07:00 AM,015XX N CENTRAL AVE,THEFT,$500 AND UNDER,DRUG STORE,True,25.0,29.0,25.0,2017.0,05/04/2018 03:51:04 PM,"(41.908452786, -87.765880756)",565.0,7.0
677738,10734110,10/29/2016 02:05:00 AM,055XX W DRUMMOND PL,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,SIDEWALK,False,25.0,30.0,19.0,2016.0,02/10/2018 03:50:01 PM,"(41.928561457, -87.764556018)",79.0,21.0
654036,10769296,11/30/2016 01:10:00 PM,005XX W LAKE ST,CRIMINAL TRESPASS,TO LAND,CTA STATION,False,1.0,42.0,28.0,2016.0,02/10/2018 03:50:01 PM,"(41.885701372, -87.641914134)",784.0,36.0
386692,11163918,11/30/2017 09:50:00 AM,062XX S WESTERN AVE,THEFT,$500 AND UNDER,DEPARTMENT STORE,False,8.0,15.0,66.0,2017.0,02/10/2018 03:50:01 PM,"(41.780521403, -87.683676278)",111.0,2.0
238440,11367206,06/28/2018 04:35:00 PM,0000X S STATE ST,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,False,1.0,42.0,32.0,2018.0,07/05/2018 03:55:39 PM,"(41.88171846, -87.627760426)",367.0,36.0
22715,11670253,04/27/2019 04:00:00 PM,098XX S DAMEN AVE,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,22.0,19.0,72.0,2019.0,05/04/2019 04:08:17 PM,"(41.714688446, -87.672175967)",629.0,42.0
400035,11151721,11/11/2017 09:30:00 AM,027XX E 89TH ST,OTHER OFFENSE,VIO BAIL BOND: DOM VIOLENCE,"SCHOOL, PUBLIC, BUILDING",False,4.0,7.0,46.0,2017.0,02/10/2018 03:50:01 PM,"(41.73365047, -87.557845321)",508.0,37.0
367198,11190354,12/28/2017 12:00:00 PM,094XX S HAMILTON AVE,THEFT,FROM BUILDING,STREET,False,22.0,19.0,72.0,2017.0,05/04/2018 03:51:04 PM,"(41.722249308, -87.676047274)",627.0,42.0
251472,11346106,06/12/2018 12:30:00 PM,001XX S CLARK ST,THEFT,FROM BUILDING,OTHER,False,1.0,42.0,32.0,2018.0,06/19/2018 03:56:32 PM,"(41.880315857, -87.630845731)",92.0,36.0
81324,11578495,01/27/2019 12:30:00 AM,035XX S LAKE PARK AVE,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,False,2.0,4.0,36.0,2019.0,02/03/2019 04:01:10 PM,"(41.830917641, -87.608064205)",221.0,10.0
70646,11595869,02/13/2019 07:00:00 PM,021XX N KEDZIE AVE,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,False,14.0,26.0,22.0,2019.0,02/20/2019 04:32:09 PM,"(41.920268332, -87.707062875)",371.0,40.0
714288,10677974,09/11/2016 12:00:00 PM,039XX W 64TH ST,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,8.0,13.0,65.0,2016.0,02/10/2018 03:50:01 PM,"(41.776847308, -87.721251547)",238.0,15.0
613591,10831834,01/28/2017 06:20:00 PM,080XX S CARPENTER ST,ROBBERY,ARMED: HANDGUN,SIDEWALK,False,6.0,21.0,71.0,2017.0,02/14/2017 03:49:42 PM,"(41.748272846, -87.650038305)",487.0,13.0
219649,11387829,07/21/2018 04:46:00 PM,037XX W LEXINGTON ST,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,11.0,24.0,27.0,2018.0,07/28/2018 03:48:35 PM,"(41.871732207, -87.718467287)",704.0,14.0
487844,11027352,07/19/2017 01:00:00 PM,072XX S ARTESIAN AVE,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,8.0,18.0,66.0,2017.0,02/10/2018 03:50:01 PM,"(41.762360998, -87.684401972)",333.0,30.0
40017,11643745,04/02/2019 12:00:00 PM,027XX W BERWYN AVE,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,20.0,40.0,4.0,2019.0,04/09/2019 04:24:58 PM,"(41.977653152, -87.69767447)",29.0,24.0
417162,11122952,10/19/2017 09:20:00 AM,002XX S MICHIGAN AVE,THEFT,FROM BUILDING,RESTAURANT,False,1.0,42.0,32.0,2017.0,02/10/2018 03:50:01 PM,"(41.879235852, -87.624347038)",367.0,36.0
295232,11287467,04/17/2018 07:00:00 AM,081XX S MARSHFIELD AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,6.0,21.0,71.0,2018.0,05/04/2018 03:51:04 PM,"(41.74587182, -87.664538263)",574.0,13.0
49326,11628178,03/19/2019 01:00:00 PM,037XX W CHICAGO AVE,THEFT,OVER $500,GAS STATION,False,11.0,27.0,23.0,2019.0,03/26/2019 04:15:20 PM,"(41.895420369, -87.720487987)",584.0,46.0
711298,10682271,09/15/2016 08:00:00 AM,017XX E 55TH ST,THEFT,OVER $500,STREET,False,2.0,5.0,41.0,2016.0,02/10/2018 03:50:01 PM,"(41.795251156, -87.581724977)",501.0,33.0
691242,10711893,10/11/2016 10:00:00 AM,073XX W TALCOTT AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,16.0,41.0,10.0,2016.0,02/10/2018 03:50:01 PM,"(41.987126358, -87.809674657)",733.0,29.0
40177,11641969,04/02/2019 05:00:00 AM,014XX W GRANVILLE AVE,BATTERY,SIMPLE,SIDEWALK,False,24.0,48.0,77.0,2019.0,04/09/2019 04:24:58 PM,"(41.99448577, -87.666190563)",536.0,16.0
538576,10946374,05/16/2017 08:38:00 AM,015XX N LOREL AVE,BATTERY,SIMPLE,APARTMENT,False,25.0,37.0,25.0,2017.0,02/10/2018 03:50:01 PM,"(41.908185816, -87.759648839)",599.0,45.0
266269,11326231,05/25/2018 12:15:00 PM,0000X W 57TH ST,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,False,2.0,3.0,40.0,2018.0,06/01/2018 03:50:54 PM,"(41.790971859, -87.62698166)",164.0,4.0
205386,11406710,08/07/2018 11:23:00 PM,002XX W 103RD ST,ASSAULT,SIMPLE,GAS STATION,True,5.0,9.0,49.0,2018.0,08/14/2018 04:06:48 PM,"(41.707095328, -87.628834415)",569.0,22.0
49996,11627531,03/18/2019 11:36:00 AM,047XX W MONROE ST,ASSAULT,SIMPLE,SIDEWALK,False,11.0,28.0,25.0,2019.0,03/25/2019 04:13:00 PM,"(41.879269826, -87.743420041)",69.0,23.0
98718,11552559,12/31/2018 09:00:00 AM,056XX S KILPATRICK AVE,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,CTA TRAIN,False,8.0,13.0,56.0,2018.0,01/10/2019 03:16:50 PM,"(41.790754583, -87.739927261)",86.0,15.0
673911,10740202,11/02/2016 06:30:00 PM,036XX S ARCHER AVE,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,9.0,11.0,59.0,2016.0,02/10/2018 03:50:01 PM,"(41.827373751, -87.682568055)",719.0,1.0
65313,11603120,02/21/2019 10:45:00 PM,055XX S WESTERN AVE,THEFT,$500 AND UNDER,GAS STATION,False,8.0,15.0,63.0,2019.0,02/28/2019 04:10:11 PM,"(41.792567957, -87.684005699)",112.0,3.0
358284,11201594,01/11/2018 05:00:00 PM,058XX S WOLCOTT AVE,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,False,7.0,15.0,67.0,2018.0,05/04/2018 03:51:04 PM,"(41.787964234, -87.671709615)",345.0,3.0
172482,11450794,09/18/2018 08:00:00 PM,038XX N KILDARE AVE,THEFT,OVER $500,STREET,False,17.0,38.0,16.0,2018.0,09/25/2018 04:14:11 PM,"(41.950591852, -87.73534811)",327.0,50.0
60390,11610847,03/01/2019 09:30:00 PM,031XX N CLARK ST,THEFT,OVER $500,STREET,False,19.0,44.0,6.0,2019.0,03/08/2019 04:36:43 PM,"(41.93879691, -87.649739278)",681.0,25.0
274658,11314903,05/14/2018 02:30:00 PM,012XX N MONTICELLO AVE,ASSAULT,AGGRAVATED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),False,25.0,26.0,23.0,2018.0,05/21/2018 04:00:15 PM,"(41.903509764, -87.717806169)",454.0,49.0
202287,11410932,08/11/2018 07:45:00 PM,033XX S LOWE AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,9.0,11.0,60.0,2018.0,08/18/2018 03:57:27 PM,"(41.833385769, -87.642510498)",149.0,48.0
54591,11641058,03/11/2019 03:00:00 PM,034XX W CORTLAND ST,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,14.0,1.0,22.0,2019.0,04/03/2019 04:04:24 PM,"(41.915517306, -87.712480895)",387.0,41.0
654392,10773949,11/29/2016 10:00:00 PM,076XX W MYRTLE AVE,CRIMINAL TRESPASS,TO VEHICLE,OTHER,False,16.0,41.0,10.0,2016.0,02/10/2018 03:50:01 PM,"(41.993264743, -87.817467117)",734.0,29.0
624425,10815549,01/13/2017 08:00:00 PM,001XX N ABERDEEN ST,THEFT,$500 AND UNDER,STREET,False,12.0,27.0,28.0,2017.0,02/10/2018 03:50:01 PM,"(41.885257584, -87.654463784)",63.0,46.0
517584,10978138,06/12/2017 02:28:00 AM,082XX S ADA ST,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,False,6.0,21.0,71.0,2017.0,02/10/2018 03:50:01 PM,"(41.744489768, -87.657220238)",575.0,13.0
521324,10972372,06/07/2017 11:15:00 AM,0000X W DIVISION ST,THEFT,OVER $500,OTHER,False,18.0,42.0,8.0,2017.0,02/10/2018 03:50:01 PM,"(41.903919035, -87.630396032)",17.0,11.0
628134,10871528,01/08/2017 12:00:00 PM,043XX W 79TH PL,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,False,8.0,13.0,70.0,2017.0,02/10/2018 03:50:01 PM,"(41.748848984, -87.729894868)",235.0,30.0
168034,11456501,09/24/2018 01:20:00 PM,038XX S STATE ST,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,False,2.0,3.0,35.0,2018.0,10/01/2018 04:14:25 PM,"(41.82467357, -87.626413225)",353.0,9.0
442918,11088023,09/15/2017 02:30:00 AM,011XX W MARQUETTE RD,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,7.0,17.0,68.0,2017.0,02/10/2018 03:50:01 PM,"(41.772364083, -87.652183869)",410.0,2.0
192839,11424369,08/23/2018 02:00:00 PM,002XX E 13TH ST,THEFT,FROM BUILDING,RESIDENCE-GARAGE,False,1.0,2.0,33.0,2018.0,09/16/2018 03:58:54 PM,"(41.865791863, -87.621253866)",374.0,9.0
514053,10985031,06/16/2017 03:00:00 PM,053XX S WOOD ST,THEFT,FROM BUILDING,RESIDENCE,False,9.0,16.0,61.0,2017.0,02/10/2018 03:50:01 PM,"(41.796884278, -87.669523827)",789.0,2.0
142438,11491548,10/29/2018 03:50:00 PM,005XX W 98TH PL,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,VEHICLE NON-COMMERCIAL,False,22.0,34.0,73.0,2018.0,11/05/2018 04:17:00 PM,"(41.715174546, -87.63783331)",593.0,22.0
650284,10776437,12/05/2016 02:30:00 PM,006XX N OGDEN AVE,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),False,12.0,27.0,24.0,2016.0,02/10/2018 03:50:01 PM,"(41.893076153, -87.657293553)",522.0,46.0
100156,11549876,12/29/2018 01:55:00 AM,028XX N KILPATRICK AVE,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,25.0,31.0,19.0,2018.0,01/10/2019 03:16:50 PM,"(41.932188053, -87.744167511)",460.0,17.0
179876,11441518,09/08/2018 09:00:00 PM,027XX W CERMAK RD,BURGLARY,FORCIBLE ENTRY,GROCERY FOOD STORE,True,10.0,28.0,30.0,2018.0,09/28/2018 04:00:03 PM,"(41.851914393, -87.694553072)",203.0,1.0
615128,10829679,01/26/2017 05:23:00 PM,049XX N MILWAUKEE AVE,ASSAULT,SIMPLE,CTA STATION,True,16.0,45.0,11.0,2017.0,02/14/2017 03:49:42 PM,"(41.97008868, -87.762690091)",129.0,50.0
279995,11310859,05/07/2018 01:30:00 PM,027XX N NARRAGANSETT AVE,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,25.0,36.0,19.0,2018.0,05/14/2018 03:52:59 PM,"(41.929627277, -87.785659069)",78.0,21.0
105940,11542905,12/20/2018 11:38:00 AM,114XX S EGGLESTON AVE,THEFT,OVER $500,RESIDENCE PORCH/HALLWAY,False,22.0,34.0,49.0,2018.0,12/27/2018 04:09:37 PM,"(41.686312234, -87.633729027)",486.0,22.0
27417,11661529,04/20/2019 10:00:00 PM,002XX W NORTH AVE,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,STREET,False,18.0,2.0,7.0,2019.0,04/27/2019 04:07:28 PM,"(41.911148688, -87.636018557)",271.0,46.0
527201,10966180,05/31/2017 01:00:00 AM,122XX S PARNELL AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,5.0,34.0,53.0,2017.0,02/10/2018 03:50:01 PM,"(41.671518427, -87.6356864)",60.0,22.0
438730,11094587,09/20/2017 12:35:00 PM,056XX W NORTH AVE,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),False,25.0,29.0,25.0,2017.0,02/10/2018 03:50:01 PM,"(41.909354855, -87.767390035)",597.0,7.0
452802,11074276,09/01/2017 12:57:00 PM,067XX S CALIFORNIA AVE,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, GROUNDS",True,8.0,15.0,66.0,2017.0,02/10/2018 03:50:01 PM,"(41.771117937, -87.693185122)",383.0,31.0
