,ID,Date,Block,Primary Type,Description,Location Description,Arrest,District,Ward,Community Area,Year,Updated On,Location,Census Tracts,Wards
611071,10873238,02/01/2017 08:00:00 AM,083XX S COLFAX AVE,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,4.0,7.0,46.0,2017.0,02/10/2018 03:50:01 PM,"(41.743701059, -87.561245782)",244.0,37.0
657189,10780067,11/25/2016 10:00:00 PM,027XX W GUNNISON ST,THEFT,OVER $500,RESIDENCE-GARAGE,False,20.0,40.0,4.0,2016.0,02/10/2018 03:50:01 PM,"(41.969635826, -87.697897597)",28.0,24.0
323453,11248790,03/06/2018 06:55:00 PM,030XX W JACKSON BLVD,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,True,11.0,28.0,27.0,2018.0,05/04/2018 03:51:04 PM,"(41.877352998, -87.702881119)",737.0,23.0
190823,11426061,08/26/2018 12:30:00 AM,004XX E 113TH ST,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,True,5.0,9.0,49.0,2018.0,09/02/2018 03:59:07 PM,"(41.689110784, -87.612745639)",253.0,43.0
12776,11684039,05/11/2019 04:30:00 PM,071XX S RIDGELAND AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,3.0,7.0,43.0,2019.0,05/18/2019 04:03:45 PM,"(41.765719051, -87.582436322)",452.0,37.0
278466,11309713,05/09/2018 12:00:00 PM,009XX N RUSH ST,THEFT,RETAIL THEFT,OTHER,False,18.0,42.0,8.0,2018.0,05/16/2018 04:12:54 PM,"(41.900228029, -87.627262836)",104.0,36.0
123938,11516378,11/24/2018 10:10:00 PM,027XX W EVERGREEN AVE,BATTERY,SIMPLE,APARTMENT,False,14.0,26.0,24.0,2018.0,12/01/2018 04:09:34 PM,"(41.90567823, -87.695277443)",543.0,49.0
126285,11513492,11/21/2018 01:00:00 PM,018XX E 95TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,False,4.0,7.0,51.0,2018.0,11/28/2018 04:22:08 PM,"(41.72242751, -87.578643769)",252.0,37.0
319458,11254944,03/12/2018 07:30:00 PM,037XX W 16TH ST,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,False,10.0,24.0,29.0,2018.0,05/04/2018 03:51:04 PM,"(41.858926293, -87.719265418)",800.0,14.0
239092,11362250,06/27/2018 08:00:00 PM,017XX W 18TH PL,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,False,12.0,25.0,31.0,2018.0,07/04/2018 03:53:35 PM,"(41.856827442, -87.670009202)",343.0,26.0
78027,11583495,02/02/2019 01:23:00 PM,015XX S PULASKI RD,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,True,10.0,24.0,29.0,2019.0,02/09/2019 04:19:07 PM,"(41.86014503, -87.724991458)",33.0,14.0
386947,11163508,11/29/2017 09:14:00 PM,039XX W ARTHINGTON ST,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,ALLEY,False,11.0,24.0,26.0,2017.0,02/10/2018 03:50:01 PM,"(41.869825013, -87.724143356)",702.0,14.0
341229,11224910,02/06/2018 06:30:00 PM,020XX W JARVIS AVE,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),False,24.0,49.0,1.0,2018.0,05/04/2018 03:51:04 PM,"(42.015143274, -87.683281044)",52.0,5.0
345404,11224578,01/31/2018 01:40:00 AM,023XX N ALBANY AVE,THEFT,OVER $500,STREET,False,14.0,35.0,22.0,2018.0,05/04/2018 03:51:04 PM,"(41.924064004, -87.704626234)",371.0,40.0
545804,10940542,05/06/2017 10:10:00 AM,063XX S WINCHESTER AVE,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,7.0,15.0,67.0,2017.0,02/10/2018 03:50:01 PM,"(41.778886273, -87.672690182)",281.0,3.0
213579,11396474,07/29/2018 03:45:00 AM,025XX W LITHUANIAN PLAZA CT,THEFT,$500 AND UNDER,STREET,False,8.0,15.0,66.0,2018.0,08/05/2018 03:55:07 PM,"(41.768292746, -87.686094404)",383.0,31.0
397979,11148945,11/14/2017 11:08:00 AM,052XX N ASHLAND AVE,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,20.0,40.0,77.0,2017.0,02/10/2018 03:50:01 PM,"(41.977475339, -87.669648629)",564.0,24.0
430765,11106653,09/30/2017 04:00:00 PM,051XX S PULASKI RD,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,DEPARTMENT STORE,False,8.0,23.0,62.0,2017.0,02/10/2018 03:50:01 PM,"(41.800464977, -87.723370404)",792.0,6.0
665467,10771810,11/14/2016 06:00:00 AM,007XX W MONTROSE AVE,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,NURSING HOME/RETIREMENT HOME,False,19.0,46.0,3.0,2016.0,02/10/2018 03:50:01 PM,"(41.961867922, -87.648430138)",636.0,39.0
705841,10690817,09/22/2016 07:15:00 AM,012XX S CALIFORNIA BLVD,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,10.0,24.0,29.0,2016.0,02/10/2018 03:50:01 PM,"(41.865854394, -87.695886508)",16.0,14.0
248790,11349114,06/15/2018 09:00:00 PM,050XX W OHIO ST,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,15.0,28.0,25.0,2018.0,06/22/2018 03:53:00 PM,"(41.89132081, -87.752226583)",694.0,45.0
429878,11105637,10/01/2017 04:30:00 PM,002XX E LOWER WACKER DR,THEFT,FROM BUILDING,RESTAURANT,False,1.0,42.0,32.0,2017.0,02/10/2018 03:50:01 PM,"(41.887970623, -87.621661324)",580.0,36.0
670847,10744539,11/06/2016 04:00:00 PM,053XX W AGATITE AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,16.0,45.0,15.0,2016.0,02/10/2018 03:50:01 PM,"(41.961461597, -87.761730226)",260.0,19.0
325005,11246660,03/04/2018 12:27:00 PM,055XX W WRIGHTWOOD AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,25.0,30.0,19.0,2018.0,05/04/2018 03:51:04 PM,"(41.927647323, -87.764494316)",80.0,21.0
216061,11392521,07/26/2018 02:30:00 AM,062XX S LAFLIN ST,THEFT,OVER $500,APARTMENT,False,7.0,16.0,67.0,2018.0,08/02/2018 03:53:00 PM,"(41.780705827, -87.661818922)",277.0,2.0
659866,10761064,11/21/2016 09:00:00 PM,050XX N KEDZIE AVE,THEFT,$500 AND UNDER,STREET,False,17.0,33.0,14.0,2016.0,02/10/2018 03:50:01 PM,"(41.972864141, -87.708603569)",750.0,20.0
502723,11001949,06/30/2017 11:30:00 PM,022XX N CICERO AVE,NARCOTICS,POSS: SYNTHETIC DRUGS,STREET,True,25.0,31.0,19.0,2017.0,02/10/2018 03:50:01 PM,"(41.92156476, -87.746234766)",306.0,44.0
168578,11457912,09/23/2018 07:00:00 PM,042XX W FILLMORE ST,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,11.0,24.0,29.0,2018.0,09/30/2018 03:57:53 PM,"(41.867907932, -87.731126198)",98.0,14.0
661806,10768375,11/18/2016 11:45:00 PM,026XX N CANNON DR,THEFT,OVER $500,STREET,False,19.0,43.0,7.0,2016.0,02/10/2018 03:50:01 PM,"(41.930394667, -87.636591748)",101.0,34.0
392558,11156156,11/21/2017 08:35:00 PM,049XX N MAGNOLIA AVE,ROBBERY,ARMED: HANDGUN,SIDEWALK,False,20.0,46.0,3.0,2017.0,02/10/2018 03:50:01 PM,"(41.971926337, -87.661119601)",633.0,39.0
467287,11054228,08/13/2017 10:00:00 PM,005XX N WELLS ST,THEFT,FROM BUILDING,BAR OR TAVERN,False,18.0,42.0,8.0,2017.0,02/10/2018 03:50:01 PM,"(41.891051707, -87.63405559)",652.0,36.0
413924,11132317,10/23/2017 12:00:00 PM,008XX W LELAND AVE,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,19.0,46.0,3.0,2017.0,02/10/2018 03:50:01 PM,"(41.967335788, -87.650971278)",19.0,39.0
469865,11050799,08/10/2017 03:10:00 PM,013XX S SPAULDING AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,10.0,24.0,29.0,2017.0,02/10/2018 03:50:01 PM,"(41.863917856, -87.708031609)",34.0,14.0
713292,10680000,09/12/2016 06:00:00 PM,024XX N OAKLEY AVE,THEFT,$500 AND UNDER,STREET,False,14.0,1.0,22.0,2016.0,02/10/2018 03:50:01 PM,"(41.925446269, -87.685228662)",240.0,40.0
260188,11333705,06/01/2018 11:45:00 AM,007XX N CLARK ST,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,18.0,42.0,8.0,2018.0,06/08/2018 03:51:14 PM,"(41.896086635, -87.631234895)",670.0,11.0
534218,10955757,05/21/2017 10:00:00 PM,114XX S ABERDEEN ST,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,22.0,34.0,75.0,2017.0,02/10/2018 03:50:01 PM,"(41.686187514, -87.649483831)",663.0,22.0
661688,10758101,11/19/2016 05:52:00 AM,055XX W MONROE ST,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,15.0,29.0,25.0,2016.0,02/10/2018 03:50:01 PM,"(41.879277624, -87.762889179)",68.0,7.0
10745,11687309,05/14/2019 03:59:00 PM,006XX S PAULINA ST,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,HOSPITAL BUILDING/GROUNDS,False,12.0,27.0,28.0,2019.0,05/21/2019 04:08:13 PM,"(41.873839312, -87.669102656)",5.0,46.0
156302,11472694,10/10/2018 01:20:00 PM,008XX N KILPATRICK AVE,OTHER OFFENSE,ANIMAL ABUSE/NEGLECT,STREET,True,11.0,37.0,25.0,2018.0,10/17/2018 04:24:56 PM,"(41.896284838, -87.743553651)",578.0,45.0
127746,11512502,11/19/2018 10:00:00 AM,031XX W MARQUETTE RD,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,8.0,17.0,66.0,2018.0,11/26/2018 04:16:31 PM,"(41.771685848, -87.702083952)",383.0,31.0
677535,10739862,10/29/2016 10:30:00 AM,026XX W WELLINGTON AVE,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,OTHER,False,14.0,1.0,21.0,2016.0,02/10/2018 03:50:01 PM,"(41.935770736, -87.693672852)",467.0,20.0
678988,10741481,10/27/2016 02:30:00 PM,116XX S HALSTED ST,BATTERY,AGGRAVATED: OTHER DANG WEAPON,VEHICLE NON-COMMERCIAL,False,5.0,34.0,53.0,2016.0,02/10/2018 03:50:01 PM,"(41.683821715, -87.642113853)",642.0,22.0
675452,10737305,10/31/2016 09:48:00 PM,059XX W ALTGELD ST,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,True,25.0,29.0,19.0,2016.0,02/10/2018 03:50:01 PM,"(41.92568469, -87.77388594)",58.0,21.0
223623,11382223,07/16/2018 04:15:00 PM,082XX S EAST END AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,4.0,8.0,45.0,2018.0,07/23/2018 03:57:48 PM,"(41.745343166, -87.582937631)",431.0,35.0
568753,10901005,04/04/2017 07:00:00 PM,037XX W ROOSEVELT RD,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,11.0,24.0,29.0,2017.0,02/10/2018 03:50:01 PM,"(41.866252612, -87.719107203)",33.0,14.0
641788,10792811,12/19/2016 11:30:00 AM,013XX S MICHIGAN AVE,THEFT,$500 AND UNDER,APARTMENT,False,1.0,2.0,33.0,2016.0,02/10/2018 03:50:01 PM,"(41.865178311, -87.624102208)",374.0,9.0
244881,11354416,06/20/2018 03:39:00 PM,005XX W HARRISON ST,STALKING,AGGRAVATED,OTHER,True,1.0,25.0,28.0,2018.0,12/21/2018 04:03:36 PM,"(41.874381838, -87.641536792)",97.0,26.0
6980,11693980,05/19/2019 07:06:00 PM,008XX W BELMONT AVE,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,False,19.0,44.0,6.0,2019.0,05/26/2019 04:04:27 PM,"(41.939978323, -87.649513479)",731.0,25.0
662056,10759977,11/18/2016 05:30:00 PM,018XX W MONTVALE AVE,BATTERY,SIMPLE,SIDEWALK,False,22.0,19.0,75.0,2016.0,02/10/2018 03:50:01 PM,"(41.689402074, -87.668824981)",378.0,42.0
197197,11417703,08/17/2018 11:49:00 PM,020XX W 68TH ST,BATTERY,AGGRAVATED: HANDGUN,RESIDENCE,False,7.0,17.0,67.0,2018.0,08/24/2018 04:12:03 PM,"(41.770244025, -87.67500035)",282.0,2.0
607908,10839816,02/05/2017 07:07:00 PM,089XX S PARNELL AVE,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,RESIDENTIAL YARD (FRONT/BACK),False,22.0,21.0,71.0,2017.0,02/14/2017 03:49:42 PM,"(41.732129222, -87.637426959)",608.0,13.0
174041,11448354,09/16/2018 07:10:00 PM,041XX W 24TH PL,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,True,10.0,22.0,30.0,2018.0,09/23/2018 04:00:24 PM,"(41.846940822, -87.728331661)",194.0,28.0
690437,10713547,10/12/2016 12:55:00 PM,059XX W BLOOMINGDALE AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,25.0,29.0,25.0,2016.0,02/10/2018 03:50:01 PM,"(41.912928664, -87.773152331)",597.0,7.0
453360,11073677,08/31/2017 08:30:00 PM,027XX E 75TH ST,ROBBERY,STRONGARM - NO WEAPON,RESIDENCE PORCH/HALLWAY,False,3.0,7.0,43.0,2017.0,02/10/2018 03:50:01 PM,"(41.761017387, -87.556332011)",421.0,37.0
155370,11474457,10/11/2018 08:00:00 PM,012XX S TROY ST,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,10.0,24.0,29.0,2018.0,10/18/2018 04:27:18 PM,"(41.865832889, -87.704429782)",132.0,14.0
384030,11168036,12/03/2017 05:00:00 PM,079XX S WABASH AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,6.0,6.0,44.0,2017.0,02/10/2018 03:50:01 PM,"(41.749999492, -87.622967453)",406.0,32.0
207777,11403350,08/05/2018 12:23:00 AM,041XX W CULLERTON ST,BATTERY,AGGRAVATED: HANDGUN,STREET,False,10.0,24.0,29.0,2018.0,08/12/2018 03:59:11 PM,"(41.85435437, -87.728577473)",753.0,14.0
678680,10732711,10/27/2016 10:15:00 PM,011XX N LARAMIE AVE,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,GAS STATION,False,15.0,37.0,25.0,2016.0,02/10/2018 03:50:01 PM,"(41.901341369, -87.75575395)",562.0,45.0
51170,11625167,03/16/2019 03:30:00 PM,020XX W NORTH AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,14.0,1.0,24.0,2019.0,03/23/2019 04:03:16 PM,"(41.910459292, -87.678807803)",481.0,41.0
64672,11604151,02/22/2019 09:15:00 PM,045XX N BROADWAY,ASSAULT,SIMPLE,CONVENIENCE STORE,False,19.0,46.0,3.0,2019.0,03/01/2019 04:09:34 PM,"(41.964668468, -87.657007864)",241.0,39.0
239999,11360691,06/26/2018 05:48:00 PM,049XX S WESTERN AVE,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),False,9.0,12.0,63.0,2018.0,07/03/2018 03:55:36 PM,"(41.80462016, -87.684368169)",775.0,3.0
267895,11330548,05/23/2018 12:00:00 PM,029XX E 87TH ST,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,False,4.0,10.0,46.0,2018.0,06/01/2018 03:48:41 PM,"(41.737357432, -87.553297748)",226.0,47.0
656575,10765160,11/26/2016 07:40:00 PM,015XX N SEDGWICK ST,BATTERY,SIMPLE,CTA PLATFORM,False,18.0,43.0,8.0,2016.0,02/10/2018 03:50:01 PM,"(41.910121292, -87.638560993)",309.0,46.0
158623,11469532,10/07/2018 07:30:00 AM,019XX W BYRON ST,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,19.0,47.0,5.0,2018.0,10/14/2018 04:09:28 PM,"(41.952345422, -87.678033876)",644.0,18.0
124547,11515771,11/24/2018 01:00:00 AM,060XX N MOZART ST,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,RESIDENCE,False,24.0,50.0,2.0,2018.0,12/01/2018 04:09:34 PM,"(41.991332912, -87.700643015)",30.0,27.0
134085,11502981,11/09/2018 05:30:00 PM,055XX N CLARK ST,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,PARKING LOT/GARAGE(NON.RESID.),False,20.0,40.0,77.0,2018.0,11/16/2018 04:02:47 PM,"(41.982161273, -87.668500261)",564.0,24.0
280593,11307094,05/06/2018 05:00:00 PM,049XX W QUINCY ST,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,False,15.0,28.0,25.0,2018.0,05/13/2018 03:47:40 PM,"(41.877654939, -87.747999135)",69.0,23.0
311548,11265386,03/24/2018 07:30:00 AM,012XX N CLARK ST,THEFT,FROM BUILDING,CONVENIENCE STORE,False,18.0,42.0,8.0,2018.0,05/04/2018 03:51:04 PM,"(41.904370109, -87.631460067)",17.0,11.0
286982,11302342,04/28/2018 05:00:00 PM,028XX E 77TH PL,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,4.0,7.0,43.0,2018.0,05/05/2018 03:54:51 PM,"(41.754724423, -87.554667078)",421.0,37.0
552947,10926142,04/26/2017 04:05:00 PM,080XX S LANGLEY AVE,ASSAULT,SIMPLE,APARTMENT,False,6.0,6.0,44.0,2017.0,02/10/2018 03:50:01 PM,"(41.74847358, -87.607585735)",11.0,32.0
253303,11343181,06/09/2018 11:00:00 PM,020XX W ADAMS ST,THEFT,OVER $500,RESIDENCE,False,12.0,2.0,28.0,2018.0,06/16/2018 03:51:19 PM,"(41.878726718, -87.678162308)",89.0,46.0
512767,10985815,06/18/2017 01:57:00 AM,038XX W MADISON ST,BATTERY,AGG PO HANDS NO/MIN INJURY,STREET,True,11.0,28.0,26.0,2017.0,02/10/2018 03:50:01 PM,"(41.880775231, -87.721685521)",736.0,23.0
269707,11321423,05/20/2018 10:52:00 PM,041XX W 47TH ST,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,False,8.0,14.0,57.0,2018.0,05/27/2018 03:50:44 PM,"(41.807832368, -87.726807097)",591.0,8.0
40941,11643000,04/01/2019 12:01:00 AM,122XX S BISHOP ST,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,False,5.0,34.0,53.0,2019.0,04/08/2019 04:19:35 PM,"(41.671253757, -87.657529632)",662.0,22.0
592064,10864275,02/28/2017 09:10:00 PM,045XX S RICHMOND ST,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,True,9.0,14.0,58.0,2017.0,02/10/2018 03:50:01 PM,"(41.811139729, -87.69796256)",85.0,3.0
621094,10820394,01/18/2017 05:26:00 PM,006XX W IRVING PARK RD,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,True,19.0,46.0,6.0,2017.0,02/10/2018 03:50:01 PM,"(41.954607083, -87.647107189)",636.0,39.0
687742,10717410,10/15/2016 10:15:00 PM,072XX S WOOD ST,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,7.0,17.0,67.0,2016.0,02/10/2018 03:50:01 PM,"(41.762229484, -87.668598255)",433.0,31.0
198459,11416030,08/16/2018 01:52:00 PM,069XX S CAMPBELL AVE,NARCOTICS,POSS: CRACK,ALLEY,True,8.0,15.0,66.0,2018.0,08/23/2018 04:00:50 PM,"(41.767470326, -87.685761764)",383.0,31.0
18874,11682504,05/03/2019 11:00:00 AM,058XX N PULASKI RD,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,False,17.0,39.0,13.0,2019.0,05/12/2019 03:57:41 PM,"(41.986066128, -87.728520584)",748.0,38.0
398561,11148920,11/13/2017 01:00:00 PM,009XX E 133RD ST,BATTERY,SIMPLE,"SCHOOL, PRIVATE, BUILDING",False,5.0,9.0,54.0,2017.0,02/10/2018 03:50:01 PM,"(41.653790327, -87.599175942)",10.0,43.0
435577,11097891,09/24/2017 06:37:00 AM,071XX S DR MARTIN LUTHER KING JR DR,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,False,3.0,6.0,69.0,2017.0,02/10/2018 03:50:01 PM,"(41.765144004, -87.615256773)",474.0,32.0
274872,11315549,05/14/2018 09:00:00 AM,019XX W WALNUT ST,CRIMINAL DAMAGE,TO PROPERTY,PARKING LOT/GARAGE(NON.RESID.),False,12.0,27.0,28.0,2018.0,05/21/2018 04:00:15 PM,"(41.885874977, -87.676153912)",579.0,46.0
588070,10872230,03/06/2017 09:00:00 PM,014XX W MELROSE ST,THEFT,OVER $500,STREET,False,19.0,32.0,6.0,2017.0,02/10/2018 03:50:01 PM,"(41.940662214, -87.664991318)",678.0,25.0
489731,11020886,07/17/2017 04:00:00 AM,012XX S WABASH AVE,THEFT,FROM BUILDING,OTHER,False,1.0,2.0,33.0,2017.0,02/10/2018 03:50:01 PM,"(41.866758579, -87.625813935)",374.0,9.0
153989,11475674,10/13/2018 07:31:00 PM,0000X W WASHINGTON ST,CRIMINAL DAMAGE,TO VEHICLE,CTA BUS,False,1.0,42.0,32.0,2018.0,10/20/2018 04:16:21 PM,"(41.883216462, -87.629043927)",92.0,36.0
532058,10956835,05/24/2017 06:45:00 PM,0000X N STATE ST,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,1.0,42.0,32.0,2017.0,02/10/2018 03:50:01 PM,"(41.882470918, -87.627847625)",92.0,36.0
468084,11052484,08/12/2017 09:00:00 PM,003XX N PINE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,15.0,28.0,25.0,2017.0,02/10/2018 03:50:01 PM,"(41.886118781, -87.763390209)",674.0,45.0
300142,11280995,04/10/2018 10:45:00 AM,021XX W CERMAK RD,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,12.0,25.0,31.0,2018.0,05/04/2018 03:51:04 PM,"(41.852123965, -87.679131253)",4.0,26.0
528166,10965592,05/29/2017 09:58:00 PM,006XX W JACKSON BLVD,THEFT,RETAIL THEFT,GROCERY FOOD STORE,False,1.0,2.0,28.0,2017.0,02/10/2018 03:50:01 PM,"(41.87799992, -87.643098749)",786.0,36.0
238834,11362969,06/28/2018 03:40:00 AM,014XX W HOLLYWOOD AVE,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),False,20.0,48.0,77.0,2018.0,07/05/2018 03:55:39 PM,"(41.985483546, -87.665971916)",539.0,16.0
582381,10884117,03/16/2017 08:00:00 AM,015XX N MILWAUKEE AVE,THEFT,FROM BUILDING,RESIDENCE,False,14.0,1.0,24.0,2017.0,02/10/2018 03:50:01 PM,"(41.909635441, -87.676303351)",482.0,41.0
111009,11534150,12/13/2018 01:10:00 PM,018XX W NORTH AVE,THEFT,OVER $500,STREET,False,14.0,2.0,24.0,2018.0,12/20/2018 04:12:36 PM,"(41.910534746, -87.674247803)",482.0,11.0
679062,10733055,10/27/2016 12:30:00 PM,002XX W ADAMS ST,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,False,1.0,2.0,32.0,2016.0,02/10/2018 03:50:01 PM,"(41.879383612, -87.634124064)",92.0,36.0
297044,11285211,04/14/2018 12:30:00 PM,009XX W GUNNISON ST,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,20.0,48.0,3.0,2018.0,05/04/2018 03:51:04 PM,"(41.970050682, -87.653431802)",635.0,39.0
351936,11210035,01/21/2018 02:30:00 PM,002XX E RANDOLPH ST,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,PARK PROPERTY,False,1.0,42.0,32.0,2018.0,05/04/2018 03:51:04 PM,"(41.884276844, -87.622098929)",580.0,36.0
711529,10681530,09/14/2016 09:28:00 PM,009XX N LARRABEE ST,ROBBERY,ATTEMPT: ARMED-HANDGUN,RESIDENCE PORCH/HALLWAY,False,18.0,27.0,8.0,2016.0,02/10/2018 03:50:01 PM,"(41.899146701, -87.643043705)",108.0,46.0
545120,11014109,05/07/2017 09:00:00 AM,034XX N JANSSEN AVE,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,19.0,44.0,6.0,2017.0,02/10/2018 03:50:01 PM,"(41.944395318, -87.665158174)",239.0,25.0
628786,10809328,01/07/2017 11:50:00 AM,033XX N HALSTED ST,THEFT,FROM BUILDING,BAR OR TAVERN,False,19.0,44.0,6.0,2017.0,02/14/2017 03:49:42 PM,"(41.943122315, -87.649365938)",731.0,25.0
668822,10749696,11/09/2016 03:15:00 PM,032XX N BROADWAY,THEFT,OVER $500,ATHLETIC CLUB,False,19.0,44.0,6.0,2016.0,02/10/2018 03:50:01 PM,"(41.940540605, -87.644416828)",730.0,25.0
86714,11570178,01/17/2019 05:07:00 PM,067XX S STATE ST,BATTERY,SIMPLE,STREET,False,3.0,6.0,69.0,2019.0,01/24/2019 04:19:06 PM,"(41.772269017, -87.625115643)",514.0,32.0
671750,10751588,11/05/2016 02:00:00 PM,085XX S BENNETT AVE,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,4.0,8.0,45.0,2016.0,02/10/2018 03:50:01 PM,"(41.739927782, -87.578197066)",431.0,35.0
319270,11254530,03/13/2018 03:10:00 AM,010XX N MILWAUKEE AVE,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,12.0,27.0,24.0,2018.0,05/04/2018 03:51:04 PM,"(41.900532828, -87.662070955)",109.0,46.0
341875,11223754,02/05/2018 03:57:00 PM,020XX W 62ND ST,BATTERY,AGG PRO.EMP: OTHER DANG WEAPON,"SCHOOL, PUBLIC, BUILDING",False,7.0,15.0,67.0,2018.0,05/04/2018 03:51:04 PM,"(41.781142124, -87.675567181)",274.0,2.0
297817,11330106,04/13/2018 12:00:00 PM,073XX S BLACKSTONE AVE,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,False,3.0,5.0,43.0,2018.0,06/01/2018 03:48:41 PM,"(41.761905218, -87.588451621)",451.0,35.0
697761,10702340,10/02/2016 04:05:00 PM,010XX N MASSASOIT AVE,ASSAULT,SIMPLE,RESIDENCE,False,15.0,29.0,25.0,2016.0,02/10/2018 03:50:01 PM,"(41.899141429, -87.769191932)",671.0,7.0
83623,11574571,01/23/2019 03:50:00 AM,094XX S ADA ST,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,RESIDENCE,False,22.0,21.0,73.0,2019.0,01/30/2019 04:14:07 PM,"(41.722476877, -87.656626856)",195.0,13.0
557884,10918680,04/19/2017 10:30:00 PM,033XX N NEENAH AVE,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,ALLEY,False,16.0,36.0,17.0,2017.0,02/10/2018 03:50:01 PM,"(41.940958654, -87.789800069)",396.0,44.0
648471,10778388,12/08/2016 09:45:00 AM,049XX N GLENWOOD AVE,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,False,20.0,46.0,3.0,2016.0,02/10/2018 03:50:01 PM,"(41.971963781, -87.664711991)",633.0,18.0
37553,11646156,04/06/2019 02:00:00 AM,036XX W LEXINGTON ST,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,APARTMENT,False,11.0,24.0,27.0,2019.0,04/13/2019 04:01:56 PM,"(41.871732355, -87.716447897)",704.0,14.0
94604,11557787,01/05/2019 07:10:00 PM,031XX W MARQUETTE RD,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,8.0,17.0,66.0,2019.0,01/18/2019 09:37:14 AM,"(41.77168615, -87.702138938)",382.0,31.0
